sdtname,dtname,stname,number_of_cell_towers
Dhupguri,Jalpaiguri,WEST BENGAL,68
Dhuri,Sangrur,PUNJAB,25
Diamond Harbour - I,South Twenty Four Parganas,WEST BENGAL,40
Diamond Harbour - II,South Twenty Four Parganas,WEST BENGAL,30
Dibrugarh East,Dibrugarh,ASSAM,200
Dibrugarh West,Dibrugarh,ASSAM,10
Dichpalle,Nizamabad,TELANGANA,91
Didihat,Pithoragarh,UTTARAKHAND,11
Didwana,Nagaur,RAJASTHAN,34
Dighalbank,Kishanganj,BIHAR,2
Dighwara,Saran,BIHAR,4
Digod,Kota,RAJASTHAN,4
Digras,Yavatmal,MAHARASHTRA,6
Dilawarpur,Adilabad,TELANGANA,63
Dimapur Sadar,Dimapur,NAGALAND,90
Dimow,Sivasagar,ASSAM,1
Dinapur-Cum-Khagaul,Patna,BIHAR,244
Dinara,Rohtas,BIHAR,2
Dindigul,Dindigul,TAMILNADU,497
Dindori,Dindori,MADHYA PRADESH,9
Dindori,Nashik,MAHARASHTRA,212
Dinhata - I,Koch Bihar,WEST BENGAL,25
Dinhata - II,Koch Bihar,WEST BENGAL,15
Diphu,Karbi Anglong,ASSAM,1
Dirang,West Kameng,ARUNACHAL PRADESH,15
Dispur,Kamrup Metropolitan,ASSAM,52
Diu,Diu,DAMAN & DIU,40
Diyun,Changlang,ARUNACHAL PRADESH,2
Dobhi,Gaya,BIHAR,14
Doboka,Nagaon,ASSAM,4
Dod Ballapur,Bengaluru Rural,KARNATAKA,313
Doda,Doda,JAMMU & KASHMIR,8
Dodamarg,Sindhudurg,MAHARASHTRA,17
Dohad,Dohad,GUJARAT,101
Doimukh,Papum Pare,ARUNACHAL PRADESH,18
Dolariya,Hoshangabad,MADHYA PRADESH,7
Domariyaganj,Siddharthnagar,UTTAR PRADESH,9
Domchanch,Kodarma,JHARKHAND,6
Domjur,Haora,WEST BENGAL,241
Domkal,Murshidabad,WEST BENGAL,13
Dondi,Balod,CHATTISGARH,3
Dondi Luhara,Balod,CHATTISGARH,2
Dongargaon,Rajnandgaon,CHATTISGARH,9
Dongargarh,Rajnandgaon,CHATTISGARH,20
Donka,Karbi Anglong,ASSAM,26
Doom Dooma,Tinsukia,ASSAM,20
Dooru,Anantnag,JAMMU & KASHMIR,6
Doravarisatram,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,5
Dornakal,Warangal,TELANGANA,7
Dornala,Prakasam,ANDHRA PRADESH,15
Dotoma,Kokrajhar,ASSAM,10
Doulathabad,Mahbubnagar,TELANGANA,4
Doultabad,Medak,TELANGANA,1
Dubbak,Medak,TELANGANA,10
Dubrajpur,Birbhum,WEST BENGAL,28
Dudhi,Sonbhadra,UTTAR PRADESH,43
Dudhnai,Goalpara,ASSAM,5
Duggirala,Guntur,ANDHRA PRADESH,35
Duggondi,Warangal,TELANGANA,2
Dukli,West Tripura,TRIPURA,22
Dulhin Bazar,Patna,BIHAR,1
Dulmi,Ramgarh,JHARKHAND,7
Dumbriguda,Visakhapatnam,ANDHRA PRADESH,1
Dumka,Dumka,JHARKHAND,57
Dummugudem,Bhadradri Kothagudem,TELANGANA,13
Dumra,Sitamarhi,BIHAR,37
Dumraon,Buxar,BIHAR,18
Dumri,Giridih,JHARKHAND,42
Dunda,Uttarkashi,UTTARAKHAND,6
Dungarpur,Dungarpur,RAJASTHAN,49
Dungla,Chittaurgarh,RAJASTHAN,21
Dunguripali,Subarnapur,ODISHA,1
Durg,Durg,CHATTISGARH,678
Durgawati,Kaimur (Bhabua),BIHAR,27
Durgi,Guntur,ANDHRA PRADESH,2
Duvvur,Y.S.R.,ANDHRA PRADESH,32
Dwarahat,"Almora
",UTTARAKHAND,1
Dwarakatirumala,West Godavari,ANDHRA PRADESH,30
Edappadi,Salem,TAMILNADU,62
Edlapadu,Guntur,ANDHRA PRADESH,33
Egra - I,Purba Medinipur,WEST BENGAL,33
Egra - II,Purba Medinipur,WEST BENGAL,4
Ekangarsarai,Nalanda,BIHAR,7
Ekma,Saran,BIHAR,9
Elkathurthi,WARANGAL URBAN,TELANGANA,26
Ellanthakunta,Rajanna Sircilla,TELANGANA,1
Ellenabad,Sirsa,HARYANA,9
Eluru,West Godavari,ANDHRA PRADESH,258
English Bazar,Maldah,WEST BENGAL,207
Enkuru,Khammam,TELANGANA,1
Erandol,Jalgaon,MAHARASHTRA,12
Ernad,Malappuram,KERALA,1027
Erode,Erode,TAMILNADU,1093
Ersama,Jagatsinghapur,ODISHA,2
Etah,Etah,UTTAR PRADESH,25
Etawah,Etawah,UTTAR PRADESH,261
Etcherla,Srikakulam,ANDHRA PRADESH,56
Etmadpur,Agra,UTTAR PRADESH,394
Ettayapuram,Thoothukkudi,TAMILNADU,27
Eturnagaram,Mulugu,TELANGANA,3
Faizabad,Faizabad,UTTAR PRADESH,303
Falakata,Alipurduar,WEST BENGAL,39
Falka,Katihar,BIHAR,1
Falta,South Twenty Four Parganas,WEST BENGAL,22
Farakka,Murshidabad,WEST BENGAL,17
Faridabad,Faridabad,HARYANA,3676
Faridkot,Faridkot,PUNJAB,78
Faridpur,Bareilly,UTTAR PRADESH,49
Faridpur Durgapur,Paschim Bardhaman,WEST BENGAL,660
Farooqnagar,Ranga Reddy,TELANGANA,98
Farrukhabad,Farrukhabad,UTTAR PRADESH,115
Farrukhnagar,Gurgaon,HARYANA,139
Fatehabad,Agra,UTTAR PRADESH,8
Fatehabad,Fatehabad,HARYANA,102
Fatehgarh,Jaisalmer,RAJASTHAN,4
Fatehgarh Sahib,Fatehgarh Sahib,PUNJAB,160
Fatehpur,Bara Banki,UTTAR PRADESH,7
Fatehpur,Fatehpur,UTTAR PRADESH,68
Fatehpur,Gaya,BIHAR,5
Fatehpur,Jamtara,JHARKHAND,1
Fatehpur,Kangra,HIMACHAL PRADESH,7
Fatehpur,Sikar,RAJASTHAN,80
Fatehpur Pundri,Kaithal,HARYANA,10
Fatepura,Dohad,GUJARAT,12
Fatwah,Patna,BIHAR,25
Fazilka,Fazilka,PUNJAB,43
Ferozepur Jhirka,Nuh,HARYANA,9
Ferrargunj,South Andaman,ANDAMAN & NICOBAR,2
Firozabad,Firozabad,UTTAR PRADESH,297
Firozpur,Firozpur,PUNJAB,67
Forbesganj,Araria,BIHAR,37
G.Konduru,Krishna,ANDHRA PRADESH,29
G.Udayagiri,Kandhamal,ODISHA,5
GANJAM,Ganjam,ODISHA,6
GOLANTHARA,Ganjam,ODISHA,18
GOPALPUR,Ganjam,ODISHA,14
Gabhana,Aligarh,UTTAR PRADESH,20
Gadag,Gadag,KARNATAKA,146
Gadarpur,Udham Singh Nagar,UTTARAKHAND,20
Gadarwara,Narsimhapur,MADHYA PRADESH,25
Gadchiroli,Gadchiroli,MAHARASHTRA,33
Gadhada,Botad,GUJARAT,25
Gadhinglaj,Kolhapur,MAHARASHTRA,42
Gadivemula,Kurnool,ANDHRA PRADESH,6
Gadwal,Jogulamba Gadwal,TELANGANA,59
Gaighat,Muzaffarpur,BIHAR,3
Gaighata,North Twenty Four Parganas,WEST BENGAL,41
Gairatganj,Raisen,MADHYA PRADESH,3
Gajapathinagaram,Vizianagaram,ANDHRA PRADESH,14
Gajuwaka,Visakhapatnam,ANDHRA PRADESH,402
Gajwel,Medak,TELANGANA,73
Galiveedu,Y.S.R.,ANDHRA PRADESH,3
Galore,Hamirpur,HIMACHAL PRADESH,2
Galsi - I,Purba Bardhaman,WEST BENGAL,85
Galsi - II,Purba Bardhaman,WEST BENGAL,58
Gambegre,West Garo Hills,MEGHALAYA,9
Gambhiraopet,Rajanna Sircilla,TELANGANA,2
Ganapavaram,West Godavari,ANDHRA PRADESH,11
Ganaur,Sonipat,HARYANA,242
Gandarvakkottai,Pudukkottai,TAMILNADU,14
Gandeed,MAHABUBNAGAR,TELANGANA,6
Gandepalle,East Godavari,ANDHRA PRADESH,35
Ganderbal,Ganderbal,JAMMU & KASHMIR,63
Gandevi,Navsari,GUJARAT,129
Gandhari,Nizamabad,TELANGANA,12
Gandhi Nagar,EAST,DELHI,1451
Gandhidham,Kachchh,GUJARAT,175
Gandhinagar,Gandhinagar,GUJARAT,1311
Gandhwani,Dhar,MADHYA PRADESH,1
Gandia,Dhenkanal,ODISHA,4
Gangadhara,Karimnagar,TELANGANA,11
Gangadhara Nellore,Chittoor,ANDHRA PRADESH,11
Gangajalghati,Bankura,WEST BENGAL,24
Gangakhed,Parbhani,MAHARASHTRA,17
Ganganagar,Ganganagar,RAJASTHAN,145
Gangapur,Aurangabad,MAHARASHTRA,156
Gangapur,Sawai Madhopur,RAJASTHAN,45
Gangarampur,Dakshin Dinajpur,WEST BENGAL,17
Gangavalli,Salem,TAMILNADU,1
Gangavaram,Chittoor,ANDHRA PRADESH,48
Gangawati,Koppal,KARNATAKA,107
Gangdhar,Jhalawar,RAJASTHAN,7
Gangrar,Chittaurgarh,RAJASTHAN,37
Gangtok,East District,SIKKIM,327
Ganguvarisigadam,Srikakulam,ANDHRA PRADESH,9
Gannavaram,Krishna,ANDHRA PRADESH,136
Gantyada,Vizianagaram,ANDHRA PRADESH,1
Gara,Srikakulam,ANDHRA PRADESH,5
Garbada,Dohad,GUJARAT,1
Garbeta - I,Medinipur West,WEST BENGAL,6
Garbeta - II,Medinipur West,WEST BENGAL,2
Garbeta - III,Medinipur West,WEST BENGAL,12
Garhakota,Sagar,MADHYA PRADESH,7
Garhani,Bhojpur,BIHAR,5
Garhi,Banswara,RAJASTHAN,25
Garhmukteshwar,Hapur,UTTAR PRADESH,144
Garhpura,Begusarai,BIHAR,2
Garhshankar,Hoshiarpur,PUNJAB,69
Garhwa,Garhwa,JHARKHAND,15
Gariadhar,Bhavnagar,GUJARAT,8
Garide Palle,Nalgonda,TELANGANA,10
Garividi,Vizianagaram,ANDHRA PRADESH,4
Garkha,Saran,BIHAR,10
Garla,Khammam,TELANGANA,14
Garladinne,Anantapur,ANDHRA PRADESH,23
Garoth,Mandsaur,MADHYA PRADESH,4
Garud,Bageshwar,UTTARAKHAND,5
Garugubilli,Vizianagaram,ANDHRA PRADESH,2
Gaunaha,Pashchim Champaran,BIHAR,1
Gauribidanur,Chikkaballapura,KARNATAKA,57
Gauriganj,Amethi,UTTAR PRADESH,16
Gautam Buddha Nagar,Gautam Buddha Nagar,UTTAR PRADESH,2207
Gaya Town C.D.Block,Gaya,BIHAR,255
Gazole,Maldah,WEST BENGAL,18
Geesugonda,Warangal,TELANGANA,28
Georai,Bid,MAHARASHTRA,32
Ghanghata,Sant Kabir Nagar,UTTAR PRADESH,2
Ghanpur (Mulug),Warangal,TELANGANA,8
Ghanpur (Station),Jangoan,TELANGANA,57
Ghantasala,Krishna,ANDHRA PRADESH,12
Gharaunda,Karnal,HARYANA,267
Gharsana,Ganganagar,RAJASTHAN,6
Ghatal,Medinipur West,WEST BENGAL,25
Ghatampur,Kanpur Nagar,UTTAR PRADESH,25
Ghatanji,Yavatmal,MAHARASHTRA,2
Ghatgaon,Kendujhar,ODISHA,1
Ghatiya,Ujjain,MADHYA PRADESH,51
Ghatkesar,Rangareddy,TELANGANA,714
Ghatshila,Purbi Singhbhum,JHARKHAND,41
Ghattu,Jogulamba Gadwal,TELANGANA,1
Ghaziabad,Ghaziabad,UTTAR PRADESH,6793
Ghazipur,Ghazipur,UTTAR PRADESH,115
Ghoda Dongri,Betul,MADHYA PRADESH,45
Ghogha,Bhavnagar,GUJARAT,36
Ghoghardiha,Madhubani,BIHAR,5
Ghosi,Mau,UTTAR PRADESH,48
Ghoswari,Patna,BIHAR,1
Ghughari,Mandla,MADHYA PRADESH,2
Ghumarwin,Bilaspur,HIMACHAL PRADESH,28
Giddalur,Prakasam,ANDHRA PRADESH,10
Gidderbaha,Sri Muktsar Sahib,PUNJAB,18
Gidhaur,Jamui,BIHAR,2
Gingee,Viluppuram,TAMILNADU,99
Gird,Gwalior,MADHYA PRADESH,855
Giriak,Nalanda,BIHAR,4
Giridih,Giridih,JHARKHAND,30
Girwa,Udaipur,RAJASTHAN,987
Goalpokhar - I,Uttar Dinajpur,WEST BENGAL,8
Goalpokhar - II,Uttar Dinajpur,WEST BENGAL,46
Gobichettipalayam,Erode,TAMILNADU,168
Gobindpur,Dhanbad,JHARKHAND,50
Gobindpur(Rajnagar),Saraikela-Kharsawan,JHARKHAND,12
Gochhapada,Kandhamal,ODISHA,1
Godda,Godda,JHARKHAND,9
Godhra,Panch Mahals,GUJARAT,182
Gogamukh,Dhemaji,ASSAM,5
Gogaon,West Nimar,MADHYA PRADESH,4
Goghat - I,Hugli,WEST BENGAL,21
Goghat - II,Hugli,WEST BENGAL,5
Gogri,Khagaria,BIHAR,18
Gogunda,Udaipur,RAJASTHAN,43
Gohad,Bhind,MADHYA PRADESH,20
Gohana,Sonipat,HARYANA,102
Goharganj,Raisen,MADHYA PRADESH,141
Goilkera,Pashchimi Singhbhum,JHARKHAND,3
Gokak,Belagavi,KARNATAKA,65
Gokavaram,East Godavari,ANDHRA PRADESH,7
Gola,Gorakhpur,UTTAR PRADESH,25
Gola,Ramgarh,JHARKHAND,2
Gola Gokaran Nath,Kheri,UTTAR PRADESH,28
Golaghat,Golaghat,ASSAM,8
Golconda,Hyderabad,TELANGANA,937
Gollaprolu,East Godavari,ANDHRA PRADESH,31
Golmuri-Cum-Jugsalai,Purbi Singhbhum,JHARKHAND,846
Golokganj (Pt),Dhubri,ASSAM,3
Golokganj (Pt),Kokrajhar,ASSAM,1
Golugonda,Visakhapatnam,ANDHRA PRADESH,2
Gonda,Gonda,UTTAR PRADESH,82
Gondiya,Gondiya,MAHARASHTRA,46
Gonegandla,Kurnool,ANDHRA PRADESH,7
Gooty,Anantapur,ANDHRA PRADESH,46
Gop,Puri,ODISHA,5
Gopadbanas,Sidhi,MADHYA PRADESH,39
Gopalapuram,West Godavari,ANDHRA PRADESH,6
Gopalganj,Gopalganj,BIHAR,34
Gopalpur,Bhagalpur,BIHAR,2
Gopavaram,Y.S.R.,ANDHRA PRADESH,14
Gopiballavpur - I,Jhargram,WEST BENGAL,1
Gopiballavpur - II,Jhargram,WEST BENGAL,7
Gora Bauram,Darbhanga,BIHAR,2
Goradih,Bhagalpur,BIHAR,4
Gorakhpur,Gorakhpur,UTTAR PRADESH,572
Gorantla,Anantapur,ANDHRA PRADESH,18
Goraul,Vaishali,BIHAR,13
Goregaon,Gondiya,MAHARASHTRA,3
Goreswar (Pt),Baksa,ASSAM,1
Goreswar (Pt),Nalbari,ASSAM,1
Goriakothi,Siwan,BIHAR,4
Gorubathan,Kalimpong,WEST BENGAL,1
Gospadu,Kurnool,ANDHRA PRADESH,8
Gossaigaon (Pt),Kokrajhar,ASSAM,9
Gotegaon,Narsimhapur,MADHYA PRADESH,14
Gournagar,Unokoti,TRIPURA,2
Govindaraopet,Mulugu,TELANGANA,6
Govindpur,Sambalpur,ODISHA,4
Greater Mumbai,Mumbai,MAHARASHTRA,10199
Gubbi,Tumakuru,KARNATAKA,78
Gudalur,The Nilgiris,TAMILNADU,104
Gudem Kotha Veedhi,Visakhapatnam,ANDHRA PRADESH,3
Gudha Malani,Barmer,RAJASTHAN,17
Gudibanda,Chikkaballapura,KARNATAKA,16
Gudihathnoor,Adilabad,TELANGANA,11
Gudipala,Chittoor,ANDHRA PRADESH,23
Gudivada,Krishna,ANDHRA PRADESH,82
Gudiyatham,Vellore,TAMILNADU,119
Gudlavalleru,Krishna,ANDHRA PRADESH,19
Gudluru,Prakasam,ANDHRA PRADESH,26
Gudupalle,Chittoor,ANDHRA PRADESH,32
Gudur,Kurnool,ANDHRA PRADESH,1
Gudur,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,95
Gudur,Warangal,TELANGANA,2
Guduru,Krishna,ANDHRA PRADESH,8
Guhagar,Ratnagiri,MAHARASHTRA,10
Guhla,Kaithal,HARYANA,20
Gulabganj,Vidisha,MADHYA PRADESH,7
Gulana,Shajapur,MADHYA PRADESH,11
Gulbarga,Kalaburagi,KARNATAKA,563
Gumia,Bokaro,JHARKHAND,12
Gumla,Gumla,JHARKHAND,6
Gummagatta,Anantapur,ANDHRA PRADESH,1
Gummidipoondi,Thiruvallur,TAMILNADU,202
Guna,Guna,MADHYA PRADESH,138
Gundala,Jangoan,TELANGANA,3
Gunderdehi,Balod,CHATTISGARH,38
Gundla Palle,Nalgonda,TELANGANA,7
Gundlupet,Chamarajanagara,KARNATAKA,143
Gunnaur,Budaun,UTTAR PRADESH,5
Gunnor,Panna,MADHYA PRADESH,3
Guntakal,Anantapur,ANDHRA PRADESH,115
Guntur,Guntur,ANDHRA PRADESH,891
Gunupur,Rayagada,ODISHA,8
Gurandi,Gajapati,ODISHA,3
Guraru,Gaya,BIHAR,9
Gurazala,Guntur,ANDHRA PRADESH,23
Gurdaspur,Gurdaspur,PUNJAB,109
Gurgaon,Gurgaon,HARYANA,9517
Gurh,Rewa,MADHYA PRADESH,1
Gurla,Vizianagaram,ANDHRA PRADESH,4
Gurramkonda,Chittoor,ANDHRA PRADESH,15
Gurudijhatia,Cuttack,ODISHA,7
Gurur,Balod,CHATTISGARH,6
Gussar,Upper Subansiri,ARUNACHAL PRADESH,1
Guwahati,Kamrup Metropolitan,ASSAM,1193
Gyalshing,West District,SIKKIM,32
Gyanpur,Sant Ravidas Nagar (Bhadohi),UTTAR PRADESH,27
HINJILI,Ganjam,ODISHA,9
Habibpur,Maldah,WEST BENGAL,7
Habra - I,North Twenty Four Parganas,WEST BENGAL,117
Habra - II,North Twenty Four Parganas,WEST BENGAL,35
Hadagalli,Ballari,KARNATAKA,9
Hadgaon,Nanded,MAHARASHTRA,8
Haflong,Dima Hasao,ASSAM,1
Hagaribommanahalli,Ballari,KARNATAKA,21
Haidergarh,Bara Banki,UTTAR PRADESH,24
Haidernagar,Palamu,JHARKHAND,1
Hailakandi,Hailakandi,ASSAM,6
Hajipur,Vaishali,BIHAR,139
Hajo,Kamrup,ASSAM,9
Halaharvi,Kurnool,ANDHRA PRADESH,1
Haldia,Purba Medinipur,WEST BENGAL,187
Haldwani,Nainital,UTTARAKHAND,600
Haliyal,Uttara Kannada,KARNATAKA,99
Halol,Panch Mahals,GUJARAT,95
Halsi,Lakhisarai,BIHAR,2
Halvad,Morbi,GUJARAT,45
Hamirpur,Hamirpur,HIMACHAL PRADESH,90
Hamirpur,Hamirpur,UTTAR PRADESH,7
Hanamkonda,Warangal,TELANGANA,469
Handapa,Anugul,ODISHA,1
Handia,Prayagraj,UTTAR PRADESH,72
Handiya,Harda,MADHYA PRADESH,8
Handwara,Kupwara,JAMMU & KASHMIR,5
Hangal,Haveri,KARNATAKA,32
Hansi,Hisar,HARYANA,136
Hanskhali,Nadia,WEST BENGAL,41
Hansot,Bharuch,GUJARAT,7
Hanumangarh,Hanumangarh,RAJASTHAN,114
Hanumannagar,Darbhanga,BIHAR,3
Hanwada,Mahbubnagar,TELANGANA,6
Haora,Haora,WEST BENGAL,1478
Hapur,Hapur,UTTAR PRADESH,446
Harapanahalli,Davanagere,KARNATAKA,8
Harchakian,Kangra,HIMACHAL PRADESH,1
Harda,Harda,MADHYA PRADESH,62
Hardoi,Hardoi,UTTAR PRADESH,45
Hardwar,Hardwar,UTTARAKHAND,803
Harihar,Davanagere,KARNATAKA,86
Hariharganj,Palamu,JHARKHAND,1
Hariharpara,Murshidabad,WEST BENGAL,2
Harij,Patan,GUJARAT,13
Haringhata,Nadia,WEST BENGAL,24
Haripal,Hugli,WEST BENGAL,30
Harischandrapur - I,Maldah,WEST BENGAL,7
Harischandrapur - II,Maldah,WEST BENGAL,14
Harnaut,Nalanda,BIHAR,8
Haroa,North Twenty Four Parganas,WEST BENGAL,5
Haroli,Una,HIMACHAL PRADESH,1
Harrai,Chhindwara,MADHYA PRADESH,6
Harraiya,Basti,UTTAR PRADESH,53
Harsidhi,Purba Champaran,BIHAR,12
Harsud,East Nimar,MADHYA PRADESH,5
Harur,Dharmapuri,TAMILNADU,51
Hasanganj,Katihar,BIHAR,3
Hasanganj,Unnao,UTTAR PRADESH,114
Hasanparthy,Warangal,TELANGANA,55
Hasanpur,Jyotiba Phule Nagar,UTTAR PRADESH,85
Hasanpur,Samastipur,BIHAR,2
Hasanpura,Siwan,BIHAR,1
Hasnabad,North Twenty Four Parganas,WEST BENGAL,33
Hassan,Hassan,KARNATAKA,439
Hata,Kushinagar,UTTAR PRADESH,23
Hathin,Palwal,HARYANA,19
Hathnoora,Medak,TELANGANA,6
Hathras,Hathras,UTTAR PRADESH,143
Hathua,Gopalganj,BIHAR,9
Hatkanangle,Kolhapur,MAHARASHTRA,403
Hatod,Indore,MADHYA PRADESH,29
Hatpiplya,Dewas,MADHYA PRADESH,5
Hatta,Damoh,MADHYA PRADESH,5
Hauz Khas,South,DELHI,5014
Haveli,Pune,MAHARASHTRA,7411
Haveri,Haveri,KARNATAKA,163
Hayaghat,Darbhanga,BIHAR,1
Hayathnagar,Ranga Reddy,TELANGANA,810
Hazaribag,Hazaribagh,JHARKHAND,105
Heggadadevankote,Mysuru,KARNATAKA,43
Hemgir,Sundargarh,ODISHA,2
Hemtabad,Uttar Dinajpur,WEST BENGAL,5
Hilli,Dakshin Dinajpur,WEST BENGAL,6
Hilsa,Nalanda,BIHAR,5
Himatnagar,Sabar Kantha,GUJARAT,176
Himayathnagar,Hyderabad,TELANGANA,1078
Hindaun,Karauli,RAJASTHAN,60
Hindol,Dhenkanal,ODISHA,1
Hindoli,Bundi,RAJASTHAN,19
Hindupur,Anantapur,ANDHRA PRADESH,87
Hingalganj,North Twenty Four Parganas,WEST BENGAL,2
Hingalganj,South Twenty Four Parganas,WEST BENGAL,6
Hinganghat,Wardha,MAHARASHTRA,33
Hingna,Nagpur,MAHARASHTRA,209
Hingoli,Hingoli,MAHARASHTRA,50
Hirakud,Sambalpur,ODISHA,16
Hiramandalam,Srikakulam,ANDHRA PRADESH,2
Hiranagar,Kathua,JAMMU & KASHMIR,9
Hirbandh,Bankura,WEST BENGAL,3
Hirekerur,Haveri,KARNATAKA,27
Hiriyur,Chitradurga,KARNATAKA,149
Hisar,Hisar,HARYANA,458
Hisua,Nawada,BIHAR,4
Hnahthial,Lunglei,MIZORAM,2
Hodal,Palwal,HARYANA,200
Hojai,Nagaon,ASSAM,15
Holagunda,Kurnool,ANDHRA PRADESH,4
Holalkere,Chitradurga,KARNATAKA,64
Hole Narsipur,Hassan,KARNATAKA,44
Homnabad,Bidar,KARNATAKA,63
Honavar,Uttara Kannada,KARNATAKA,101
Honnali,Davanagere,KARNATAKA,42
Hosakote,Bengaluru Rural,KARNATAKA,424
Hosanagara,Shivamogga,KARNATAKA,24
Hosdurg,Kasaragod,KERALA,459
Hosdurga,Chitradurga,KARNATAKA,5
Hoshangabad,Hoshangabad,MADHYA PRADESH,99
Hoshiarpur,Hoshiarpur,PUNJAB,218
Hospet,Ballari,KARNATAKA,313
Hosur,Krishnagiri,TAMILNADU,814
Hrishyamukh,South Tripura,TRIPURA,3
Hubli,Dharwad,KARNATAKA,726
Hukeri,Belagavi,KARNATAKA,112
Hukumpeta,Visakhapatnam,ANDHRA PRADESH,5
Hungund,Bagalkote,KARNATAKA,58
Hunsur,Mysuru,KARNATAKA,219
Hura,Puruliya,WEST BENGAL,7
Hurda,Bhilwara,RAJASTHAN,46
Husnabad,Karimnagar,TELANGANA,9
Hussainabad,Palamu,JHARKHAND,9
Huzur,Bhopal,MADHYA PRADESH,2760
Huzur,Rewa,MADHYA PRADESH,153
Huzurabad,Karimnagar,TELANGANA,23
Huzurnagar,Nalgonda,TELANGANA,20
I. Polavaram,East Godavari,ANDHRA PRADESH,8
Ibrahimpatnam,Jagitial,TELANGANA,6
Ibrahimpatnam,Krishna,ANDHRA PRADESH,129
Ibrahimpatnam,Ranga Reddy,TELANGANA,111
Ichak,Hazaribagh,JHARKHAND,2
Ichchapuram,Srikakulam,ANDHRA PRADESH,22
Ichhawar,Sehore,MADHYA PRADESH,5
Ichoda,Adilabad,TELANGANA,6
Idar,Sabar Kantha,GUJARAT,60
Ieej,Jogulamba Gadwal,TELANGANA,4
Igatpuri,Nashik,MAHARASHTRA,263
Iglas,Aligarh,UTTAR PRADESH,6
Ikauna,Shrawasti,UTTAR PRADESH,3
Ilayangudi,Sivaganga,TAMILNADU,12
Illambazar,Birbhum,WEST BENGAL,16
Iluppur,Pudukkottai,TAMILNADU,70
Imamganj,Gaya,BIHAR,1
Indapur,Pune,MAHARASHTRA,126
Inderavelly,Adilabad,TELANGANA,2
Indergarh,Datia,MADHYA PRADESH,5
Indi,Vijayapura,KARNATAKA,26
Indora,Kangra,HIMACHAL PRADESH,28
Indore,Indore,MADHYA PRADESH,3161
Indpur,Bankura,WEST BENGAL,9
Indragarh,Bundi,RAJASTHAN,33
Indri,Karnal,HARYANA,64
Indukurpet,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,13
Indus,Bankura,WEST BENGAL,10
Industrial,Anugul,ODISHA,3
Inkollu,Prakasam,ANDHRA PRADESH,6
Ipur,Guntur,ANDHRA PRADESH,1
Iragavaram,West Godavari,ANDHRA PRADESH,13
Irala,Chittoor,ANDHRA PRADESH,9
Isagarh,Ashoknagar,MADHYA PRADESH,4
Islampur,Nalanda,BIHAR,5
Islampur,Uttar Dinajpur,WEST BENGAL,19
Israna,Panipat,HARYANA,31
Itahar,Uttar Dinajpur,WEST BENGAL,2
Itamati,Nayagarh,ODISHA,2
Itanagar,Papum Pare,ARUNACHAL PRADESH,31
Itarsi,Hoshangabad,MADHYA PRADESH,133
Itikyal,Jogulamba Gadwal,TELANGANA,27
Itki,Ranchi,JHARKHAND,2
Itwa,Siddharthnagar,UTTAR PRADESH,7
JAGANNATH PRASAD,Ganjam,ODISHA,7
JARADA,Ganjam,ODISHA,2
JONK,Nuapada,ODISHA,6
Jabalpur,Jabalpur,MADHYA PRADESH,736
Jadcherla,Mahbubnagar,TELANGANA,118
Jafferabad,Jalna,MAHARASHTRA,2
Jafrabad,Amreli,GUJARAT,25
Jagadhri,Yamunanagar,HARYANA,631
Jagalur,Davanagere,KARNATAKA,19
Jagatballavpur,Haora,WEST BENGAL,8
Jagatpur,Cuttack,ODISHA,5
Jagatsinghapur,Jagatsinghapur,ODISHA,15
Jagdalpur,Bastar,CHATTISGARH,78
Jagdevpur,Medak,TELANGANA,27
Jagdishpur,Bhagalpur,BIHAR,123
Jagdishpur,Bhojpur,BIHAR,8
Jaggampeta,East Godavari,ANDHRA PRADESH,7
Jaggayyapeta,Krishna,ANDHRA PRADESH,93
Jagraon,Ludhiana,PUNJAB,59
Jagtial,Jagitial,TELANGANA,99
Jahazpur,Bhilwara,RAJASTHAN,12
Jainad,Adilabad,TELANGANA,6
Jainagar,Kodarma,JHARKHAND,18
Jainagar,Madhubani,BIHAR,3
Jainoor,Kumuram Bheem Asifabad,TELANGANA,1
Jainti,"Almora
",UTTARAKHAND,3
Jaipur,Adilabad,TELANGANA,8
Jaipur,Jaipur,RAJASTHAN,4537
Jaipur,Puruliya,WEST BENGAL,1
Jaisalmer,Jaisalmer,RAJASTHAN,242
Jaisinghpur,Kangra,HIMACHAL PRADESH,12
Jaitaran,Pali,RAJASTHAN,61
Jaithari,Anuppur,MADHYA PRADESH,8
Jaitu,Faridkot,PUNJAB,5
Jajapur,Jajapur,ODISHA,3
Jajapur Road,Jajapur,ODISHA,50
Jajpur Sadar,Jajapur,ODISHA,1
Jakhama,Kohima,NAGALAND,4
Jakhani Dhar,Tehri Garhwal,UTTARAKHAND,1
Jakhania,Ghazipur,UTTAR PRADESH,8
Jakhapura,Jajapur,ODISHA,8
Jakholi*,Rudraprayag,UTTARAKHAND,7
Jakranpalle,Nizamabad,TELANGANA,15
Jaladanki,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,6
Jalalabad,Fazilka,PUNJAB,30
