sdtname,dtname,stname,number_of_cell_towers
Garhpura,Begusarai,BIHAR,2
Garhshankar,Hoshiarpur,PUNJAB,38
Garhwa,Garhwa,JHARKHAND,9
Garide Palle,Nalgonda,TELANGANA,3
Garividi,Vizianagaram,ANDHRA PRADESH,1
Garkha,Saran,BIHAR,10
Garla,Khammam,TELANGANA,3
Garladinne,Anantapur,ANDHRA PRADESH,11
Garoth,Mandsaur,MADHYA PRADESH,4
Garud,Bageshwar,UTTARAKHAND,2
Garugubilli,Vizianagaram,ANDHRA PRADESH,2
Gaunaha,Pashchim Champaran,BIHAR,1
Gauribidanur,Chikkaballapura,KARNATAKA,55
Gauriganj,Amethi,UTTAR PRADESH,6
Gautam Buddha Nagar,Gautam Buddha Nagar,UTTAR PRADESH,714
Gaya Town C.D.Block,Gaya,BIHAR,212
Gazole,Maldah,WEST BENGAL,7
Geesugonda,Warangal,TELANGANA,10
Ghanghata,Sant Kabir Nagar,UTTAR PRADESH,2
Ghanpur (Mulug),Warangal,TELANGANA,7
Ghanpur (Station),Jangoan,TELANGANA,21
Ghantasala,Krishna,ANDHRA PRADESH,8
Gharaunda,Karnal,HARYANA,82
Gharsana,Ganganagar,RAJASTHAN,5
Ghatal,Medinipur West,WEST BENGAL,6
Ghatampur,Kanpur Nagar,UTTAR PRADESH,16
Ghatgaon,Kendujhar,ODISHA,1
Ghatiya,Ujjain,MADHYA PRADESH,15
Ghatkesar,Rangareddy,TELANGANA,348
Ghatshila,Purbi Singhbhum,JHARKHAND,40
Ghaziabad,Ghaziabad,UTTAR PRADESH,2338
Ghazipur,Ghazipur,UTTAR PRADESH,23
Ghoda Dongri,Betul,MADHYA PRADESH,11
Ghogha,Bhavnagar,GUJARAT,6
Ghoghardiha,Madhubani,BIHAR,5
Ghosi,Mau,UTTAR PRADESH,38
Ghoswari,Patna,BIHAR,1
Ghumarwin,Bilaspur,HIMACHAL PRADESH,18
Giddalur,Prakasam,ANDHRA PRADESH,5
Gidderbaha,Sri Muktsar Sahib,PUNJAB,15
Gidhaur,Jamui,BIHAR,2
Gingee,Viluppuram,TAMILNADU,54
Gird,Gwalior,MADHYA PRADESH,249
Giriak,Nalanda,BIHAR,4
Giridih,Giridih,JHARKHAND,30
Girwa,Udaipur,RAJASTHAN,535
Goalpokhar - I,Uttar Dinajpur,WEST BENGAL,2
Goalpokhar - II,Uttar Dinajpur,WEST BENGAL,40
Gobichettipalayam,Erode,TAMILNADU,106
Gobindpur,Dhanbad,JHARKHAND,31
Gobindpur(Rajnagar),Saraikela-Kharsawan,JHARKHAND,12
Gochhapada,Kandhamal,ODISHA,1
Godda,Godda,JHARKHAND,9
Godhra,Panch Mahals,GUJARAT,34
Gogamukh,Dhemaji,ASSAM,5
Goghat - I,Hugli,WEST BENGAL,1
Goghat - II,Hugli,WEST BENGAL,1
Gogri,Khagaria,BIHAR,10
Gogunda,Udaipur,RAJASTHAN,32
Gohana,Sonipat,HARYANA,1
Goharganj,Raisen,MADHYA PRADESH,61
Goilkera,Pashchimi Singhbhum,JHARKHAND,3
Gokak,Belagavi,KARNATAKA,40
Gola,Gorakhpur,UTTAR PRADESH,23
Gola,Ramgarh,JHARKHAND,2
Gola Gokaran Nath,Kheri,UTTAR PRADESH,2
Golaghat,Golaghat,ASSAM,1
Golconda,Hyderabad,TELANGANA,457
Gollaprolu,East Godavari,ANDHRA PRADESH,22
Golmuri-Cum-Jugsalai,Purbi Singhbhum,JHARKHAND,633
Golokganj (Pt),Dhubri,ASSAM,1
Golokganj (Pt),Kokrajhar,ASSAM,1
Gonda,Gonda,UTTAR PRADESH,31
Gonegandla,Kurnool,ANDHRA PRADESH,5
Gooty,Anantapur,ANDHRA PRADESH,23
Gop,Puri,ODISHA,1
Gopalapuram,West Godavari,ANDHRA PRADESH,4
Gopalganj,Gopalganj,BIHAR,31
Gopalpur,Bhagalpur,BIHAR,2
Gopavaram,Y.S.R.,ANDHRA PRADESH,5
Gopiballavpur - II,Jhargram,WEST BENGAL,6
Gora Bauram,Darbhanga,BIHAR,2
Goradih,Bhagalpur,BIHAR,3
Gorakhpur,Gorakhpur,UTTAR PRADESH,133
Gorantla,Anantapur,ANDHRA PRADESH,12
Goraul,Vaishali,BIHAR,11
Goreswar (Pt),Baksa,ASSAM,1
Goreswar (Pt),Nalbari,ASSAM,1
Goriakothi,Siwan,BIHAR,4
Gospadu,Kurnool,ANDHRA PRADESH,2
Gossaigaon (Pt),Kokrajhar,ASSAM,5
Gotegaon,Narsimhapur,MADHYA PRADESH,4
Govindaraopet,Mulugu,TELANGANA,1
Govindpur,Sambalpur,ODISHA,4
Greater Mumbai,Mumbai,MAHARASHTRA,4072
Gubbi,Tumakuru,KARNATAKA,74
Gudalur,The Nilgiris,TAMILNADU,20
Gudha Malani,Barmer,RAJASTHAN,5
Gudibanda,Chikkaballapura,KARNATAKA,16
Gudihathnoor,Adilabad,TELANGANA,5
Gudipala,Chittoor,ANDHRA PRADESH,17
Gudivada,Krishna,ANDHRA PRADESH,30
Gudiyatham,Vellore,TAMILNADU,58
Gudlavalleru,Krishna,ANDHRA PRADESH,11
Gudluru,Prakasam,ANDHRA PRADESH,13
Gudupalle,Chittoor,ANDHRA PRADESH,24
Gudur,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,52
Guduru,Krishna,ANDHRA PRADESH,1
Guhagar,Ratnagiri,MAHARASHTRA,1
Guhla,Kaithal,HARYANA,2
Gulabganj,Vidisha,MADHYA PRADESH,3
Gulana,Shajapur,MADHYA PRADESH,2
Gulbarga,Kalaburagi,KARNATAKA,360
Gumia,Bokaro,JHARKHAND,12
Gumla,Gumla,JHARKHAND,2
Gummidipoondi,Thiruvallur,TAMILNADU,149
Guna,Guna,MADHYA PRADESH,57
Gundala,Jangoan,TELANGANA,1
Gunderdehi,Balod,CHATTISGARH,23
Gundla Palle,Nalgonda,TELANGANA,4
Gundlupet,Chamarajanagara,KARNATAKA,130
Gunnaur,Budaun,UTTAR PRADESH,1
Guntakal,Anantapur,ANDHRA PRADESH,67
Guntur,Guntur,ANDHRA PRADESH,314
Gunupur,Rayagada,ODISHA,2
Guraru,Gaya,BIHAR,9
Gurazala,Guntur,ANDHRA PRADESH,15
Gurdaspur,Gurdaspur,PUNJAB,17
Gurgaon,Gurgaon,HARYANA,4050
Gurramkonda,Chittoor,ANDHRA PRADESH,12
Gurudijhatia,Cuttack,ODISHA,1
Gussar,Upper Subansiri,ARUNACHAL PRADESH,1
Guwahati,Kamrup Metropolitan,ASSAM,654
Gyalshing,West District,SIKKIM,16
Gyanpur,Sant Ravidas Nagar (Bhadohi),UTTAR PRADESH,15
HINJILI,Ganjam,ODISHA,7
Habibpur,Maldah,WEST BENGAL,3
Habra - I,North Twenty Four Parganas,WEST BENGAL,39
Habra - II,North Twenty Four Parganas,WEST BENGAL,12
Hadagalli,Ballari,KARNATAKA,8
Haflong,Dima Hasao,ASSAM,1
Hagaribommanahalli,Ballari,KARNATAKA,13
Haidergarh,Bara Banki,UTTAR PRADESH,12
Haidernagar,Palamu,JHARKHAND,1
Hailakandi,Hailakandi,ASSAM,3
Hajipur,Vaishali,BIHAR,109
Hajo,Kamrup,ASSAM,9
Halaharvi,Kurnool,ANDHRA PRADESH,1
Haldia,Purba Medinipur,WEST BENGAL,116
Haldwani,Nainital,UTTARAKHAND,282
Haliyal,Uttara Kannada,KARNATAKA,19
Halol,Panch Mahals,GUJARAT,4
Halsi,Lakhisarai,BIHAR,2
Halvad,Morbi,GUJARAT,5
Hamirpur,Hamirpur,HIMACHAL PRADESH,33
Hamirpur,Hamirpur,UTTAR PRADESH,4
Hanamkonda,Warangal,TELANGANA,205
Handapa,Anugul,ODISHA,1
Handia,Prayagraj,UTTAR PRADESH,42
Handwara,Kupwara,JAMMU & KASHMIR,5
Hangal,Haveri,KARNATAKA,31
Hansi,Hisar,HARYANA,48
Hanskhali,Nadia,WEST BENGAL,10
Hansot,Bharuch,GUJARAT,1
Hanumangarh,Hanumangarh,RAJASTHAN,91
Hanumannagar,Darbhanga,BIHAR,2
Hanwada,Mahbubnagar,TELANGANA,4
Haora,Haora,WEST BENGAL,328
Hapur,Hapur,UTTAR PRADESH,217
Harapanahalli,Davanagere,KARNATAKA,8
Harchakian,Kangra,HIMACHAL PRADESH,1
Harda,Harda,MADHYA PRADESH,21
Hardoi,Hardoi,UTTAR PRADESH,9
Hardwar,Hardwar,UTTARAKHAND,442
Harihar,Davanagere,KARNATAKA,63
Hariharganj,Palamu,JHARKHAND,1
Hariharpara,Murshidabad,WEST BENGAL,2
Harij,Patan,GUJARAT,4
Haringhata,Nadia,WEST BENGAL,7
Haripal,Hugli,WEST BENGAL,8
Harischandrapur - I,Maldah,WEST BENGAL,3
Harischandrapur - II,Maldah,WEST BENGAL,8
Harnaut,Nalanda,BIHAR,8
Haroa,North Twenty Four Parganas,WEST BENGAL,1
Haroli,Una,HIMACHAL PRADESH,1
Harrai,Chhindwara,MADHYA PRADESH,6
Harraiya,Basti,UTTAR PRADESH,25
Harsidhi,Purba Champaran,BIHAR,12
Harsud,East Nimar,MADHYA PRADESH,1
Harur,Dharmapuri,TAMILNADU,23
Hasanganj,Katihar,BIHAR,3
Hasanganj,Unnao,UTTAR PRADESH,20
Hasanparthy,Warangal,TELANGANA,24
Hasanpur,Jyotiba Phule Nagar,UTTAR PRADESH,39
Hasanpur,Samastipur,BIHAR,2
Hasanpura,Siwan,BIHAR,1
Hasnabad,North Twenty Four Parganas,WEST BENGAL,28
Hassan,Hassan,KARNATAKA,312
Hata,Kushinagar,UTTAR PRADESH,7
Hathnoora,Medak,TELANGANA,4
Hathras,Hathras,UTTAR PRADESH,98
Hathua,Gopalganj,BIHAR,9
Hatkanangle,Kolhapur,MAHARASHTRA,99
Hatod,Indore,MADHYA PRADESH,7
Hatpiplya,Dewas,MADHYA PRADESH,1
Hatta,Damoh,MADHYA PRADESH,2
Hauz Khas,South,DELHI,2373
Haveli,Pune,MAHARASHTRA,1820
Haveri,Haveri,KARNATAKA,133
Hayaghat,Darbhanga,BIHAR,1
Hayathnagar,Ranga Reddy,TELANGANA,452
Hazaribag,Hazaribagh,JHARKHAND,77
Heggadadevankote,Mysuru,KARNATAKA,38
Hemgir,Sundargarh,ODISHA,2
Hilli,Dakshin Dinajpur,WEST BENGAL,6
Hilsa,Nalanda,BIHAR,5
Himatnagar,Sabar Kantha,GUJARAT,27
Himayathnagar,Hyderabad,TELANGANA,539
Hindaun,Karauli,RAJASTHAN,59
Hindol,Dhenkanal,ODISHA,1
Hindoli,Bundi,RAJASTHAN,15
Hindupur,Anantapur,ANDHRA PRADESH,46
Hingalganj,North Twenty Four Parganas,WEST BENGAL,2
Hingalganj,South Twenty Four Parganas,WEST BENGAL,3
Hinganghat,Wardha,MAHARASHTRA,5
Hingna,Nagpur,MAHARASHTRA,54
Hingoli,Hingoli,MAHARASHTRA,5
Hirakud,Sambalpur,ODISHA,4
Hiranagar,Kathua,JAMMU & KASHMIR,2
Hirbandh,Bankura,WEST BENGAL,3
Hirekerur,Haveri,KARNATAKA,25
Hiriyur,Chitradurga,KARNATAKA,136
Hisar,Hisar,HARYANA,179
Hisua,Nawada,BIHAR,1
Hnahthial,Lunglei,MIZORAM,2
Hodal,Palwal,HARYANA,34
Hojai,Nagaon,ASSAM,10
Holagunda,Kurnool,ANDHRA PRADESH,1
Holalkere,Chitradurga,KARNATAKA,62
Hole Narsipur,Hassan,KARNATAKA,41
Homnabad,Bidar,KARNATAKA,63
Honavar,Uttara Kannada,KARNATAKA,60
Honnali,Davanagere,KARNATAKA,38
Hosakote,Bengaluru Rural,KARNATAKA,376
Hosanagara,Shivamogga,KARNATAKA,17
Hosdurg,Kasaragod,KERALA,17
Hosdurga,Chitradurga,KARNATAKA,3
Hoshangabad,Hoshangabad,MADHYA PRADESH,42
Hoshiarpur,Hoshiarpur,PUNJAB,71
Hospet,Ballari,KARNATAKA,241
Hosur,Krishnagiri,TAMILNADU,417
Hrishyamukh,South Tripura,TRIPURA,3
Hubli,Dharwad,KARNATAKA,439
Hukeri,Belagavi,KARNATAKA,86
Hungund,Bagalkote,KARNATAKA,46
Hunsur,Mysuru,KARNATAKA,195
Hura,Puruliya,WEST BENGAL,7
Hurda,Bhilwara,RAJASTHAN,35
Husnabad,Karimnagar,TELANGANA,5
Hussainabad,Palamu,JHARKHAND,9
Huzur,Bhopal,MADHYA PRADESH,1090
Huzur,Rewa,MADHYA PRADESH,9
Huzurabad,Karimnagar,TELANGANA,7
Huzurnagar,Nalgonda,TELANGANA,8
I. Polavaram,East Godavari,ANDHRA PRADESH,5
Ibrahimpatnam,Jagitial,TELANGANA,6
Ibrahimpatnam,Krishna,ANDHRA PRADESH,56
Ibrahimpatnam,Ranga Reddy,TELANGANA,63
Ichak,Hazaribagh,JHARKHAND,2
Ichchapuram,Srikakulam,ANDHRA PRADESH,9
Ichoda,Adilabad,TELANGANA,5
Idar,Sabar Kantha,GUJARAT,28
Igatpuri,Nashik,MAHARASHTRA,70
Iglas,Aligarh,UTTAR PRADESH,1
Ilayangudi,Sivaganga,TAMILNADU,12
Illambazar,Birbhum,WEST BENGAL,13
Iluppur,Pudukkottai,TAMILNADU,55
Imamganj,Gaya,BIHAR,1
Indapur,Pune,MAHARASHTRA,1
Inderavelly,Adilabad,TELANGANA,2
Indergarh,Datia,MADHYA PRADESH,1
Indi,Vijayapura,KARNATAKA,21
Indora,Kangra,HIMACHAL PRADESH,14
Indore,Indore,MADHYA PRADESH,1095
Indpur,Bankura,WEST BENGAL,1
Indragarh,Bundi,RAJASTHAN,18
Indri,Karnal,HARYANA,34
Indukurpet,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,9
Indus,Bankura,WEST BENGAL,10
Industrial,Anugul,ODISHA,3
Inkollu,Prakasam,ANDHRA PRADESH,1
Ipur,Guntur,ANDHRA PRADESH,1
Iragavaram,West Godavari,ANDHRA PRADESH,7
Irala,Chittoor,ANDHRA PRADESH,3
Islampur,Nalanda,BIHAR,5
Islampur,Uttar Dinajpur,WEST BENGAL,5
Itanagar,Papum Pare,ARUNACHAL PRADESH,19
Itarsi,Hoshangabad,MADHYA PRADESH,39
Itikyal,Jogulamba Gadwal,TELANGANA,13
Itki,Ranchi,JHARKHAND,2
JAGANNATH PRASAD,Ganjam,ODISHA,7
JARADA,Ganjam,ODISHA,1
JONK,Nuapada,ODISHA,6
Jabalpur,Jabalpur,MADHYA PRADESH,226
Jadcherla,Mahbubnagar,TELANGANA,48
Jafrabad,Amreli,GUJARAT,9
Jagadhri,Yamunanagar,HARYANA,223
Jagalur,Davanagere,KARNATAKA,17
Jagatballavpur,Haora,WEST BENGAL,1
Jagatpur,Cuttack,ODISHA,1
Jagatsinghapur,Jagatsinghapur,ODISHA,11
Jagdalpur,Bastar,CHATTISGARH,14
Jagdevpur,Medak,TELANGANA,25
Jagdishpur,Bhagalpur,BIHAR,100
Jagdishpur,Bhojpur,BIHAR,8
Jaggampeta,East Godavari,ANDHRA PRADESH,3
Jaggayyapeta,Krishna,ANDHRA PRADESH,50
Jagraon,Ludhiana,PUNJAB,3
Jagtial,Jagitial,TELANGANA,56
Jahazpur,Bhilwara,RAJASTHAN,7
Jainad,Adilabad,TELANGANA,1
Jainagar,Kodarma,JHARKHAND,18
Jainagar,Madhubani,BIHAR,3
Jainoor,Kumuram Bheem Asifabad,TELANGANA,1
Jaipur,Adilabad,TELANGANA,5
Jaipur,Jaipur,RAJASTHAN,2572
Jaipur,Puruliya,WEST BENGAL,1
Jaisalmer,Jaisalmer,RAJASTHAN,167
Jaisinghpur,Kangra,HIMACHAL PRADESH,12
Jaitaran,Pali,RAJASTHAN,55
Jaithari,Anuppur,MADHYA PRADESH,1
Jaitu,Faridkot,PUNJAB,1
Jajapur,Jajapur,ODISHA,2
Jajapur Road,Jajapur,ODISHA,14
Jakhama,Kohima,NAGALAND,2
Jakhapura,Jajapur,ODISHA,3
Jakholi*,Rudraprayag,UTTARAKHAND,2
Jakranpalle,Nizamabad,TELANGANA,12
Jaladanki,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,3
Jalalabad,Fazilka,PUNJAB,6
Jalalabad,Firozpur,PUNJAB,2
Jalalabad,Shahjahanpur,UTTAR PRADESH,1
Jalalgarh,Purnia,BIHAR,2
Jalalpore,Navsari,GUJARAT,45
Jalalpur,Ambedkar Nagar,UTTAR PRADESH,1
Jalandhar - I,Jalandhar,PUNJAB,341
Jalandhar - II,Jalandhar,PUNJAB,52
Jalangi,Murshidabad,WEST BENGAL,3
Jalaun,Jalaun,UTTAR PRADESH,1
Jaleswar,Baleshwar,ODISHA,12
Jalgaon,Jalgaon,MAHARASHTRA,76
Jalna,Jalna,MAHARASHTRA,48
Jalor,Jalor,RAJASTHAN,14
Jalpaiguri,Jalpaiguri,WEST BENGAL,85
Jalumuru,Srikakulam,ANDHRA PRADESH,5
Jama,Dumka,JHARKHAND,1
Jamai,Chhindwara,MADHYA PRADESH,2
Jamalpur,Munger,BIHAR,32
Jamalpur,Purba Bardhaman,WEST BENGAL,29
Jamboni,Jhargram,WEST BENGAL,7
Jami,Vizianagaram,ANDHRA PRADESH,6
Jamiri,West Kameng,ARUNACHAL PRADESH,1
Jamkhandi,Bagalkote,KARNATAKA,62
Jamkhed,Ahmadnagar,MAHARASHTRA,10
Jammalamadugu,Y.S.R.,ANDHRA PRADESH,20
Jammikunta,Karimnagar,TELANGANA,30
Jammu,Jammu,JAMMU & KASHMIR,294
Jamnagar,Jamnagar,GUJARAT,157
Jamner,Jalgaon,MAHARASHTRA,2
Jamtara,Jamtara,JHARKHAND,22
Jamui,Jamui,BIHAR,9
Jamuria,Paschim Bardhaman,WEST BENGAL,18
Jamwa Ramgarh,Jaipur,RAJASTHAN,32
Janakavarampanguluru,Prakasam,ANDHRA PRADESH,6
Jandaha,Vaishali,BIHAR,10
Jangaon,Jangoan,TELANGANA,43
Jangareddigudem,West Godavari,ANDHRA PRADESH,14
Jangipara,Hugli,WEST BENGAL,5
Janjgir,Janjgir - Champa,CHATTISGARH,11
Jankia,Khordha,ODISHA,2
Jannaram,Adilabad,TELANGANA,6
Jansath,Muzaffarnagar,UTTAR PRADESH,49
Jaoli,Satara,MAHARASHTRA,7
Jaora,Ratlam,MADHYA PRADESH,26
Jaridih,Bokaro,JHARKHAND,3
Jarmundi,Dumka,JHARKHAND,2
Jasdan,Rajkot,GUJARAT,1
Jaspur,Udham Singh Nagar,UTTARAKHAND,84
Jaswan,Kangra,HIMACHAL PRADESH,2
Jaswantnagar,Etawah,UTTAR PRADESH,50
Jat,Sangli,MAHARASHTRA,3
Jatani,Khordha,ODISHA,11
Jaunpur,Jaunpur,UTTAR PRADESH,38
Jawad,Neemuch,MADHYA PRADESH,4
Jawalamukhi,Kangra,HIMACHAL PRADESH,4
Jawali,Kangra,HIMACHAL PRADESH,6
Jawar,Sehore,MADHYA PRADESH,7
Jawhar,Palghar,MAHARASHTRA,1
Jayal,Nagaur,RAJASTHAN,2
Jaynagar - I,South Twenty Four Parganas,WEST BENGAL,31
Jaypur,Bankura,WEST BENGAL,11
Jehanabad,Jehanabad,BIHAR,34
Jenapur,Jajapur,ODISHA,4
Jetpur,Rajkot,GUJARAT,30
Jevargi,Kalaburagi,KARNATAKA,15
Jewar,Gautam Buddha Nagar,UTTAR PRADESH,125
Jeypore,Koraput,ODISHA,21
Jhabua,Jhabua,MADHYA PRADESH,4
Jhagadia,Bharuch,GUJARAT,4
Jhajha,Jamui,BIHAR,9
Jhajjar,Jhajjar,HARYANA,49
Jhalda - I,Puruliya,WEST BENGAL,1
Jhalda - II,Puruliya,WEST BENGAL,6
Jhalrapatan,Jhalawar,RAJASTHAN,56
Jhanduta,Bilaspur,HIMACHAL PRADESH,19
Jhanjharpur,Madhubani,BIHAR,13
Jhansi,Jhansi,UTTAR PRADESH,169
Jharasangam,Medak,TELANGANA,1
Jhargram,Jhargram,WEST BENGAL,43
Jharia-Cum-Jorapokhar-Cum-Sin*,Dhanbad,JHARKHAND,107
Jharsuguda,Jharsuguda,ODISHA,27
Jhunjhunun,Jhunjhunun,RAJASTHAN,91
Jind,Jind,HARYANA,21
Jinnaram,Medak,TELANGANA,61
Jirania,West Tripura,TRIPURA,13
Jobat,Alirajpur,MADHYA PRADESH,1
Jodhpur,Jodhpur,RAJASTHAN,804
Jodiya,Jamnagar,GUJARAT,7
Jogindarnagar,Mandi,HIMACHAL PRADESH,21
Jokihat,Araria,BIHAR,2
Jonai,Dhemaji,ASSAM,3
Jorebunglow Sukiapokhri,Darjiling,WEST BENGAL,38
Jorhat East,Jorhat,ASSAM,32
Jorhat West,Jorhat,ASSAM,101
Joshimath,Chamoli,UTTARAKHAND,4
Joura,Morena,MADHYA PRADESH,1
Jubbal,Shimla,HIMACHAL PRADESH,9
Jukkal,Nizamabad,TELANGANA,1
Julana,Jind,HARYANA,19
Junagadh,Junagadh,GUJARAT,35
Junagarh,Kalahandi,ODISHA,2
Junnar,Pune,MAHARASHTRA,44
Jupadu Bungalow,Kurnool,ANDHRA PRADESH,8
K.V.B.Puram,Chittoor,ANDHRA PRADESH,4
KABISURYANAGAR,Ganjam,ODISHA,1
KHALIKOTE,Ganjam,ODISHA,11
KHARIAR,Nuapada,ODISHA,9
KITPI CIRCLE,Tawang,ARUNACHAL PRADESH,5
Kadaladi,Ramanathapuram,TAMILNADU,23
Kadam,Lakhimpur,ASSAM,6
Kadapa,Y.S.R.,ANDHRA PRADESH,146
Kadegaon,Sangli,MAHARASHTRA,9
Kadi,Mahesana,GUJARAT,2
Kadiam,East Godavari,ANDHRA PRADESH,37
Kadiri,Anantapur,ANDHRA PRADESH,36
Kadur,Chikkamagaluru,KARNATAKA,99
Kadwa,Katihar,BIHAR,1
Kagal,Kolhapur,MAHARASHTRA,26
Kagaznagar,Kumuram Bheem Asifabad,TELANGANA,20
Kahara,Saharsa,BIHAR,18
Kaikalur,Krishna,ANDHRA PRADESH,20
Kaimganj,Farrukhabad,UTTAR PRADESH,3
Kairana,Shamli,UTTAR PRADESH,28
Kaithal,Kaithal,HARYANA,38
Kajuluru,East Godavari,ANDHRA PRADESH,2
Kakatpur,Puri,ODISHA,1
Kakching,Kakching,MANIPUR,6
Kakdwip,South Twenty Four Parganas,WEST BENGAL,51
Kakinada (Rural),East Godavari,ANDHRA PRADESH,75
Kakinada (Urban),East Godavari,ANDHRA PRADESH,131
Kakumanu,Guntur,ANDHRA PRADESH,8
Kaladhungi,Nainital,UTTARAKHAND,12
Kalaigaon (Pt),Udalguri,ASSAM,1
Kalakada,Chittoor,ANDHRA PRADESH,14
Kalameshwar,Nagpur,MAHARASHTRA,2
Kalchini,Alipurduar,WEST BENGAL,31
Kaler,Arwal,BIHAR,3
Kalgachia,Barpeta,ASSAM,2
Kalghatgi,Dharwad,KARNATAKA,25
Kaliabor,Nagaon,ASSAM,13
Kaliachak - I,Maldah,WEST BENGAL,10
Kaliachak - III,Maldah,WEST BENGAL,6
Kaliaganj,Uttar Dinajpur,WEST BENGAL,3
Kalidindi,Krishna,ANDHRA PRADESH,4
Kaliganj,Nadia,WEST BENGAL,9
Kaligiri,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,2
Kalikiri,Chittoor,ANDHRA PRADESH,6
Kalimpong - II,Kalimpong,WEST BENGAL,6
Kalimpong -I,Kalimpong,WEST BENGAL,55
Kalinganagar,Jajapur,ODISHA,10
Kalka,Panchkula,HARYANA,96
Kalkaji,South East,DELHI,929
Kalkulam,Kanniyakumari,TAMILNADU,106
Kalla,West Godavari,ANDHRA PRADESH,20
Kallakkurichi,Viluppuram,TAMILNADU,106
Kallur,Khammam,TELANGANA,4
Kallur,Kurnool,ANDHRA PRADESH,66
Kalna - I,Purba Bardhaman,WEST BENGAL,13
Kalna - II,Purba Bardhaman,WEST BENGAL,15
Kalol,Gandhinagar,GUJARAT,22
Kalol,Panch Mahals,GUJARAT,10
Kalpa,Kinnaur,HIMACHAL PRADESH,8
Kalpi,Jalaun,UTTAR PRADESH,10
Kalsi,Dehradun,UTTARAKHAND,9
Kaluahi,Madhubani,BIHAR,2
Kaluvoya,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,5
Kalwakurthy,Mahbubnagar,TELANGANA,5
Kalyan,Thane,MAHARASHTRA,735
Kalyandurg,Anantapur,ANDHRA PRADESH,14
Kalyanpur,Devbhumi Dwarka,GUJARAT,6
Kalyanpur,Samastipur,BIHAR,9
Kamakshyanagar,Dhenkanal,ODISHA,6
Kamalapur,WARANGAL URBAN,TELANGANA,8
Kamalapuram,Y.S.R.,ANDHRA PRADESH,18
Kamalpur,Kamrup,ASSAM,17
Kaman,Bharatpur,RAJASTHAN,7
Kamanpur,Peddapalli,TELANGANA,21
Kamareddy,Nizamabad,TELANGANA,66
Kamavarapukota,West Godavari,ANDHRA PRADESH,16
Kambhamvaripalle,Chittoor,ANDHRA PRADESH,13
Kamepalle,Khammam,TELANGANA,13
Kammarpalle,Nizamabad,TELANGANA,1
Kamptee,Nagpur,MAHARASHTRA,16
Kampur,Nagaon,ASSAM,11
Kamrej,Surat,GUJARAT,82
Kamuthi,Ramanathapuram,TAMILNADU,1
Kanaganapalle,Anantapur,ANDHRA PRADESH,5
Kanakapura,Ramanagara,KARNATAKA,253
Kanayannur,Ernakulam,KERALA,678
Kancheepuram,Kancheepuram,TAMILNADU,376
Kanchikacherla,Krishna,ANDHRA PRADESH,33
Kanchili,Srikakulam,ANDHRA PRADESH,9
Kandaghat,Solan,HIMACHAL PRADESH,30
Kandarpur,Cuttack,ODISHA,7
Kandi,Murshidabad,WEST BENGAL,5
Kandukur,Prakasam,ANDHRA PRADESH,22
Kandukur,Ranga Reddy,TELANGANA,5
Kanekal,Anantapur,ANDHRA PRADESH,2
Kangan,Ganderbal,JAMMU & KASHMIR,4
Kangeyam,Tiruppur,TAMILNADU,135
Kangra,Kangra,HIMACHAL PRADESH,47
Kanigiri,Prakasam,ANDHRA PRADESH,5
Kaniha,Anugul,ODISHA,1
Kanjirappally,Kottayam,KERALA,2
Kankadahad,Dhenkanal,ODISHA,3
Kankavli,Sindhudurg,MAHARASHTRA,28
Kanke,Ranchi,JHARKHAND,552
Kanker,Uttar Bastar Kanker,CHATTISGARH,10
Kankipadu,Krishna,ANDHRA PRADESH,16
Kanksa,Paschim Bardhaman,WEST BENGAL,81
Kannod,Dewas,MADHYA PRADESH,3
Kannur,Kannur,KERALA,29
Kanpur,Kanpur Nagar,UTTAR PRADESH,450
Kantabanji,Balangir,ODISHA,3
Kanth,Moradabad,UTTAR PRADESH,5
Kanti,Muzaffarpur,BIHAR,26
Kapadvanj,Kheda,GUJARAT,1
Kapasan,Chittaurgarh,RAJASTHAN,8
Kapileswarapuram,East Godavari,ANDHRA PRADESH,3
Kaprada,Valsad,GUJARAT,1
Kapurthala,Kapurthala,PUNJAB,47
Karad,Satara,MAHARASHTRA,140
Karaikal Taluk,Karaikal,PUDUCHERRY,56
Karaikkudi,Sivaganga,TAMILNADU,92
Karakat,Rohtas,BIHAR,1
Karamchedu,Prakasam,ANDHRA PRADESH,2
Karandighi,Uttar Dinajpur,WEST BENGAL,12
Karanja,Washim,MAHARASHTRA,8
Karanjia,Mayurbhanj,ODISHA,2
Karapa,East Godavari,ANDHRA PRADESH,12
Karchhana,Prayagraj,UTTAR PRADESH,42
Kareli,Narsimhapur,MADHYA PRADESH,22
Karempudi,Guntur,ANDHRA PRADESH,4
Karhal,Mainpuri,UTTAR PRADESH,3
Kariapatti,Virudhunagar,TAMILNADU,39
Karimganj,Karimganj,ASSAM,4
Karimnagar,Karimnagar,TELANGANA,220
Karimpur - II,Nadia,WEST BENGAL,3
Karjan,Vadodara,GUJARAT,58
