sdtname,dtname,stname,number_of_cell_towers
Mumbai Suburban,Mumbai Suburban,MAHARASHTRA,1
Mummidivaram,East Godavari,ANDHRA PRADESH,1
Mundra,Kachchh,GUJARAT,2
Munger,Munger,BIHAR,1
Murliganj,Madhepura,BIHAR,1
Murtijapur,Akola,MAHARASHTRA,1
Murwara,Katni,MADHYA PRADESH,1
Musahri,Muzaffarpur,BIHAR,1
Muvattupuzha,Ernakulam,KERALA,2
Mylavaram,Krishna,ANDHRA PRADESH,1
Mylliem,East Khasi Hills,MEGHALAYA,1
Mysore,Mysuru,KARNATAKA,2
NALCO,Anugul,ODISHA,1
NUAPADA,Nuapada,ODISHA,1
Nabarangapur P.S,Nabarangapur,ODISHA,1
Nabinagar,Aurangabad,BIHAR,1
Nadiad,Kheda,GUJARAT,1
Nagar,Ahmadnagar,MAHARASHTRA,2
Nagod,Satna,MADHYA PRADESH,1
Nagpur (Urban),Nagpur,MAHARASHTRA,1
Naharkatiya,Dibrugarh,ASSAM,1
Naharlagun,Papum Pare,ARUNACHAL PRADESH,1
Nakkapalle,Visakhapatnam,ANDHRA PRADESH,1
Nalagarh,Solan,HIMACHAL PRADESH,1
Namkum,Ranchi,JHARKHAND,1
Nampally,Hyderabad,TELANGANA,1
Namsang,Tirap,ARUNACHAL PRADESH,1
Nanded,Nanded,MAHARASHTRA,2
Nandgaon,Nashik,MAHARASHTRA,1
Nandgaon-Khandeshwar,Amravati,MAHARASHTRA,2
Nandikotkur,Kurnool,ANDHRA PRADESH,1
Nandura,Buldana,MAHARASHTRA,1
Nandurbar,Nandurbar,MAHARASHTRA,1
Narasannapeta,Srikakulam,ANDHRA PRADESH,1
Narkatiaganj,Pashchim Champaran,BIHAR,1
Narsinghgarh,Rajgarh,MADHYA PRADESH,3
Narsipatnam,Visakhapatnam,ANDHRA PRADESH,1
Nashik,Nashik,MAHARASHTRA,1
Nasriganj,Rohtas,BIHAR,1
Naubatpur,Patna,BIHAR,1
Navsari,Navsari,GUJARAT,1
Nawabganj,Bara Banki,UTTAR PRADESH,1
Nawada,Nawada,BIHAR,1
Nedumangad,Thiruvananthapuram,KERALA,2
Neemuch,Neemuch,MADHYA PRADESH,2
Nellore,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,1
Nevasa,Ahmadnagar,MAHARASHTRA,1
Neyyattinkara,Thiruvananthapuram,KERALA,7
Nilambur,Malappuram,KERALA,1
Nilanga,Latur,MAHARASHTRA,1
Nilokheri,Karnal,HARYANA,1
Niphad,Nashik,MAHARASHTRA,1
Niwari,Niwari,MADHYA PRADESH,1
Nizamabad,Nizamabad,TELANGANA,1
Nokha,Rohtas,BIHAR,1
Obra,Aurangabad,BIHAR,1
Okhamandal,Devbhumi Dwarka,GUJARAT,1
Olpad,Surat,GUJARAT,1
Ongole,Prakasam,ANDHRA PRADESH,1
Osmanabad,Osmanabad,MAHARASHTRA,1
Ottappalam,Palakkad,KERALA,8
P.Gannavaram,East Godavari,ANDHRA PRADESH,1
Pachora,Jalgaon,MAHARASHTRA,2
Padra,Vadodara,GUJARAT,1
Pahalgam,Anantnag,JAMMU & KASHMIR,1
Paithan,Aurangabad,MAHARASHTRA,3
Palakkad,Palakkad,KERALA,2
Palam,Parbhani,MAHARASHTRA,1
Palampur,Kangra,HIMACHAL PRADESH,1
Palanpur,Banas Kantha,GUJARAT,4
Palayamkottai,Tirunelveli,TAMILNADU,1
Palera,Tikamgarh,MADHYA PRADESH,1
Palghar,Palghar,MAHARASHTRA,6
Palitana,Bhavnagar,GUJARAT,1
Palladam,Tiruppur,TAMILNADU,1
Palsana,Surat,GUJARAT,1
Palus,Sangli,MAHARASHTRA,1
Pampore,Pulwama,JAMMU & KASHMIR,1
Panagar,Jabalpur,MADHYA PRADESH,1
Panchkula,Panchkula,HARYANA,1
Pandavapura,Mandya,KARNATAKA,1
Pandharpur,Solapur,MAHARASHTRA,1
Panipat,Panipat,HARYANA,1
Pansemal,Barwani,MADHYA PRADESH,2
Panskura,Purba Medinipur,WEST BENGAL,1
Paonta Sahib,Sirmaur,HIMACHAL PRADESH,3
Paradeep Lock,Jagatsinghapur,ODISHA,1
Paravur,Ernakulam,KERALA,3
Parbatsar,Nagaur,RAJASTHAN,1
Parbhani,Parbhani,MAHARASHTRA,1
Pardi,Valsad,GUJARAT,2
Parseoni,Nagpur,MAHARASHTRA,1
Partur,Jalna,MAHARASHTRA,1
Pasighat,East Siang,ARUNACHAL PRADESH,1
Patan,Patan,GUJARAT,2
Patan-Veraval,Gir Somnath,GUJARAT,1
Pathanapuram,Kollam,KERALA,1
Pati,Champawat,UTTARAKHAND,1
Patiala,Patiala,PUNJAB,2
Patna Rural,Patna,BIHAR,1
Patratu,Ramgarh,JHARKHAND,2
Pattamundai,Kendrapara,ODISHA,1
Patur,Akola,MAHARASHTRA,1
Pawai,Panna,MADHYA PRADESH,1
Pedana,Krishna,ANDHRA PRADESH,1
Peddapuram,East Godavari,ANDHRA PRADESH,1
Pen,Raigarh,MAHARASHTRA,1
Penamaluru,Krishna,ANDHRA PRADESH,2
Penukonda,Anantapur,ANDHRA PRADESH,1
Perinthalmanna,Malappuram,KERALA,4
Petlad,Anand,GUJARAT,1
Phagi,Jaipur,RAJASTHAN,1
Phaltan,Satara,MAHARASHTRA,1
Pichhore,Gwalior,MADHYA PRADESH,1
Piduguralla,Guntur,ANDHRA PRADESH,1
Piriyapatna,Mysuru,KARNATAKA,1
Piro,Bhojpur,BIHAR,1
Pithapuram,East Godavari,ANDHRA PRADESH,1
Podili,Prakasam,ANDHRA PRADESH,1
Pombhurna,Chandrapur,MAHARASHTRA,1
Ponnani,Malappuram,KERALA,3
Ponnur,Guntur,ANDHRA PRADESH,1
Porbandar,Porbandar,GUJARAT,1
Port Blair,South Andaman,ANDAMAN & NICOBAR,1
Prantij,Sabar Kantha,GUJARAT,1
Proddatur,Y.S.R.,ANDHRA PRADESH,1
Puducherry Taluk,Puducherry,PUDUCHERRY,1
Pulivendla,Y.S.R.,ANDHRA PRADESH,1
Pulkal,Medak,TELANGANA,1
Pulwama,Pulwama,JAMMU & KASHMIR,1
Pune City,Pune,MAHARASHTRA,1
Purandhar,Pune,MAHARASHTRA,2
Puri (M),Puri,ODISHA,1
Purulia - II,Puruliya,WEST BENGAL,1
Pusad,Yavatmal,MAHARASHTRA,1
Quilandy,Kozhikode,KERALA,5
Radhanpur,Patan,GUJARAT,1
Rae Bareli,Rae Bareli,UTTAR PRADESH,1
Raghogarh,Guna,MADHYA PRADESH,1
Raghunathganj - I,Murshidabad,WEST BENGAL,1
Raghurajnagar,Satna,MADHYA PRADESH,2
Rahatgarh,Sagar,MADHYA PRADESH,1
Rahuri,Ahmadnagar,MAHARASHTRA,3
Raichur,Raichur,KARNATAKA,1
Raiganj,Uttar Dinajpur,WEST BENGAL,1
Raigarh,Raigarh,CHATTISGARH,1
Raipur,Raipur,CHATTISGARH,1
Rajahmundry (Urban),East Godavari,ANDHRA PRADESH,2
Rajampet,Y.S.R.,ANDHRA PRADESH,2
Rajauli,Nawada,BIHAR,1
Rajauri,Rajouri,JAMMU & KASHMIR,1
Rajgarh,Rajgarh,MADHYA PRADESH,1
Rajgir,Nalanda,BIHAR,1
Rajkot,Rajkot,GUJARAT,2
Rajnagar,South Tripura,TRIPURA,1
Rajnandgaon,Rajnandgaon,CHATTISGARH,1
Rajula,Amreli,GUJARAT,1
Ramagundam,Peddapalli,TELANGANA,1
Ramban,Ramban,JAMMU & KASHMIR,1
Ramgarh,Ramgarh,JHARKHAND,2
Ramnagar,Satna,MADHYA PRADESH,1
Rampachodavaram,East Godavari,ANDHRA PRADESH,1
Ramtek,Nagpur,MAHARASHTRA,1
Ranaghat - II,Nadia,WEST BENGAL,1
Ranbir Singh Pora,Jammu,JAMMU & KASHMIR,1
Ranibennur,Haveri,KARNATAKA,1
Rapar,Kachchh,GUJARAT,1
Ratia,Fatehabad,HARYANA,1
Ratlam,Ratlam,MADHYA PRADESH,1
Ratnagiri,Ratnagiri,MAHARASHTRA,1
Ratu,Ranchi,JHARKHAND,1
Raurkela (ITS)P.S.,Sundargarh,ODISHA,1
Raver,Jalgaon,MAHARASHTRA,1
Reasi,Reasi,JAMMU & KASHMIR,2
Rehti,Sehore,MADHYA PRADESH,1
Repalle,Guntur,ANDHRA PRADESH,1
Revelganj,Saran,BIHAR,1
Roha,Raigarh,MAHARASHTRA,1
Rohtak,Rohtak,HARYANA,1
Rupbas,Bharatpur,RAJASTHAN,1
SAS Nagar (Mohali),Sahibzada Ajit Singh Nagar,PUNJAB,1
Sabalgarh,Morena,MADHYA PRADESH,1
Sadar,Kalahandi,ODISHA,1
Safidon,Jind,HARYANA,1
Sagar,Sagar,MADHYA PRADESH,1
Sahdai Buzurg,Vaishali,BIHAR,1
Sahebganj,Muzaffarpur,BIHAR,1
Sailana,Ratlam,MADHYA PRADESH,1
Sakri,Dhule,MAHARASHTRA,1
Salem,Salem,TAMILNADU,1
Samalkota,East Godavari,ANDHRA PRADESH,1
Samastipur,Samastipur,BIHAR,1
Samba,Samba,JAMMU & KASHMIR,1
Sambalpur (M),Sambalpur,ODISHA,1
Sanand,Ahmadabad,GUJARAT,3
Sangamner,Ahmadnagar,MAHARASHTRA,1
Sangareddy,Medak,TELANGANA,1
Sarangarh,Raigarh,CHATTISGARH,1
Saraswati Vihar,North West,DELHI,1
Sasaram,Rohtas,BIHAR,1
Satara,Satara,MAHARASHTRA,1
Sathupalle,Khammam,TELANGANA,1
Sausar,Chhindwara,MADHYA PRADESH,1
Savar Kundla,Amreli,GUJARAT,1
Savli,Vadodara,GUJARAT,1
Seoni,Seoni,MADHYA PRADESH,1
Shahapur,Thane,MAHARASHTRA,1
Shahjahanpur,Shahjahanpur,UTTAR PRADESH,1
Shamgarh,Mandsaur,MADHYA PRADESH,1
Shamirpet,Rangareddy,TELANGANA,1
Sheikhpura,Sheikhpura,BIHAR,1
Sheosagar,Rohtas,BIHAR,1
Shevgaon,Ahmadnagar,MAHARASHTRA,1
Shimla   ( Rural ),Shimla,HIMACHAL PRADESH,1
Shimoga,Shivamogga,KARNATAKA,1
Shirol,Kolhapur,MAHARASHTRA,2
Shivpuri,Shivpuri,MADHYA PRADESH,3
Shopian,Shupiyan,JAMMU & KASHMIR,3
Shrirangapattana,Mandya,KARNATAKA,1
Shujalpur,Shajapur,MADHYA PRADESH,1
Sibsagar,Sivasagar,ASSAM,1
Sidli (Pt),Chirang,ASSAM,1
Sikanderpur,Ballia,UTTAR PRADESH,1
Sikar,Sikar,RAJASTHAN,1
Silao,Nalanda,BIHAR,1
Sillod,Aurangabad,MAHARASHTRA,2
Silwani,Raisen,MADHYA PRADESH,1
Simdega,Simdega,JHARKHAND,1
Simri Bakhtiarpur,Saharsa,BIHAR,1
Sindkhed Raja,Buldana,MAHARASHTRA,1
Singoli,Neemuch,MADHYA PRADESH,1
Singrauli,Singrauli,MADHYA PRADESH,5
Sinnar,Nashik,MAHARASHTRA,2
Sirsa,Sirsa,HARYANA,1
Sissibargaon,Dhemaji,ASSAM,1
Sitamau,Mandsaur,MADHYA PRADESH,1
Siwan,Siwan,BIHAR,1
Sojitra,Anand,GUJARAT,1
Solan,Solan,HIMACHAL PRADESH,1
Solapur North,Solapur,MAHARASHTRA,1
Somvarpet,Kodagu,KARNATAKA,1
Sonepur,Saran,BIHAR,1
Sonipat,Sonipat,HARYANA,2
Sopore,Baramula,JAMMU & KASHMIR,1
Sri Madhopur,Sikar,RAJASTHAN,1
Srinagar (South),Srinagar,JAMMU & KASHMIR,1
Srirangam,Tiruchirappalli,TAMILNADU,1
Srungavarapukota,Vizianagaram,ANDHRA PRADESH,1
Sullurpeta,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,1
Sultanganj,Bhagalpur,BIHAR,1
Sulur,Coimbatore,TAMILNADU,1
Sunderbani,Rajouri,JAMMU & KASHMIR,2
Surankote,Punch,JAMMU & KASHMIR,1
Surat City,Surat,GUJARAT,1
Susner,Agar Malwa,MADHYA PRADESH,1
Tadepalligudem,West Godavari,ANDHRA PRADESH,2
Tadpatri,Anantapur,ANDHRA PRADESH,1
Talaja,Bhavnagar,GUJARAT,1
Talappilly,Thrissur,KERALA,2
Taliparamba,Kannur,KERALA,2
Talod,Sabar Kantha,GUJARAT,1
Tamluk,Purba Medinipur,WEST BENGAL,1
Tanuku,West Godavari,ANDHRA PRADESH,1
Tarana,Ujjain,MADHYA PRADESH,2
Tarapur,Munger,BIHAR,1
Tasgaon,Sangli,MAHARASHTRA,1
Telhara,Akola,MAHARASHTRA,1
Telkapalle,Mahbubnagar,TELANGANA,1
Tengakhat,Dibrugarh,ASSAM,1
Tezpur,Sonitpur,ASSAM,1
Thalassery,Kannur,KERALA,4
Thanamandi,Rajouri,JAMMU & KASHMIR,1
Thane,Thane,MAHARASHTRA,1
Thanesar,Kurukshetra,HARYANA,1
Thanjavur,Thanjavur,TAMILNADU,1
Tharad,Banas Kantha,GUJARAT,1
Thasra,Kheda,GUJARAT,1
Thathri,Doda,JAMMU & KASHMIR,1
Theog,Shimla,HIMACHAL PRADESH,1
Thiruvananthapuram,Thiruvananthapuram,KERALA,4
Thoothukkudi,Thoothukkudi,TAMILNADU,1
Thrissur,Thrissur,KERALA,2
Tibi,Hanumangarh,RAJASTHAN,1
Tijara,Alwar,RAJASTHAN,1
Tilda,Raipur,CHATTISGARH,1
Tinsukia,Tinsukia,ASSAM,1
Tiptur,Tumakuru,KARNATAKA,1
Tirora,Gondiya,MAHARASHTRA,1
Tiruchirappalli,Tiruchirappalli,TAMILNADU,1
Tirupati (Urban),Chittoor,ANDHRA PRADESH,2
Tiruppur,Tiruppur,TAMILNADU,1
Tirur,Malappuram,KERALA,13
Tirurangadi,Malappuram,KERALA,9
Tlangnuam (Part),Kolasib,MIZORAM,1
Tosham,Bhiwani,HARYANA,1
Tral,Pulwama,JAMMU & KASHMIR,1
Trimbakeshwar,Nashik,MAHARASHTRA,1
Tumkur,Tumakuru,KARNATAKA,1
Tumsar,Bhandara,MAHARASHTRA,1
Uchkagaon,Gopalganj,BIHAR,1
Udaipura,Raisen,MADHYA PRADESH,1
Udalguri,Udalguri,ASSAM,1
Udgir,Latur,MAHARASHTRA,1
Udhampur,Udhampur,JAMMU & KASHMIR,1
Udumbanchola,Idukki,KERALA,1
Udupi,Udupi,KARNATAKA,2
Ujjain,Ujjain,MADHYA PRADESH,2
Ulhasnagar,Thane,MAHARASHTRA,2
Umarga,Osmanabad,MAHARASHTRA,1
Umbergaon,Valsad,GUJARAT,3
Umrala,Bhavnagar,GUJARAT,1
Umreth,Anand,GUJARAT,1
Una,Gir Somnath,GUJARAT,1
Una,Una,HIMACHAL PRADESH,1
Unjha,Mahesana,GUJARAT,1
Upleta,Rajkot,GUJARAT,1
Vada,Palghar,MAHARASHTRA,1
Vadakara,Kozhikode,KERALA,5
Vadali,Sabar Kantha,GUJARAT,1
Vadodara,Vadodara,GUJARAT,2
Vagra,Bharuch,GUJARAT,1
Vaijapur,Aurangabad,MAHARASHTRA,2
Valsad,Valsad,GUJARAT,2
Varanasi,Varanasi,UTTAR PRADESH,1
Vasai,Palghar,MAHARASHTRA,1
Vav,Banas Kantha,GUJARAT,1
Vellore,Vellore,TAMILNADU,1
Vempalle,Y.S.R.,ANDHRA PRADESH,1
Vicarabad,Rangareddy,TELANGANA,1
Vidisha,Vidisha,MADHYA PRADESH,2
Vijayawada (Urban),Krishna,ANDHRA PRADESH,1
Vijaypur,Sheopur,MADHYA PRADESH,1
Vijayraghavgarh,Katni,MADHYA PRADESH,1
Vinukonda,Guntur,ANDHRA PRADESH,1
Viramgam,Ahmadabad,GUJARAT,2
Visakhapatnam (Urban),Visakhapatnam,ANDHRA PRADESH,2
Visavadar,Junagadh,GUJARAT,1
Visnagar,Mahesana,GUJARAT,1
Vizianagaram,Vizianagaram,ANDHRA PRADESH,1
Vyara,Tapi,GUJARAT,1
Wadhwan,Surendranagar,GUJARAT,1
Wai,Satara,MAHARASHTRA,1
Walwa,Sangli,MAHARASHTRA,2
Wani,Yavatmal,MAHARASHTRA,1
Warangal,Warangal,TELANGANA,1
Wardha,Wardha,MAHARASHTRA,1
Warisaliganj,Nawada,BIHAR,1
Warud,Amravati,MAHARASHTRA,2
Yavatmal,Yavatmal,MAHARASHTRA,1
Yawal,Jalgaon,MAHARASHTRA,2
Yellandu,Bhadradri Kothagudem,TELANGANA,1
Yerraguntla,Y.S.R.,ANDHRA PRADESH,1
