sdtname,dtname,stname,number_of_cell_towers
Narasinghpur,Cuttack,ODISHA,1
Narela,NORTH,DELHI,3
Nargund,Gadag,KARNATAKA,1
Narharpur,Uttar Bastar Kanker,CHATTISGARH,1
Narnaul,Mahendragarh,HARYANA,1
Nashik,Nashik,MAHARASHTRA,1
Nathdwara,Rajsamand,RAJASTHAN,1
Navalgund,Dharwad,KARNATAKA,1
Navsari,Navsari,GUJARAT,1
Nawabganj,Bara Banki,UTTAR PRADESH,1
Nawagarh,Janjgir - Champa,CHATTISGARH,2
Nawanshahr,Shahid Bhagat Singh Nagar,PUNJAB,2
Nedumangad,Thiruvananthapuram,KERALA,2
Nelamangala,Bengaluru Rural,KARNATAKA,1
Nellimarla,Vizianagaram,ANDHRA PRADESH,1
Nellore,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,1
Neyyattinkara,Thiruvananthapuram,KERALA,2
Nilambur,Malappuram,KERALA,1
Nilanga,Latur,MAHARASHTRA,1
Nimbahera,Chittaurgarh,RAJASTHAN,1
Nirmal,Adilabad,TELANGANA,1
Nizamabad,Nizamabad,TELANGANA,1
North Guwahati (Pt),Kamrup Metropolitan,ASSAM,1
North Lakhimpur,Lakhimpur,ASSAM,1
Nuzvid,Krishna,ANDHRA PRADESH,1
Okhamandal,Devbhumi Dwarka,GUJARAT,1
Omalur,Salem,TAMILNADU,1
Ongole,Prakasam,ANDHRA PRADESH,1
Orathanadu,Thanjavur,TAMILNADU,1
Orient,Jharsuguda,ODISHA,1
Osmanabad,Osmanabad,MAHARASHTRA,2
Ozhukarai Taluk,Puducherry,PUDUCHERRY,1
P.Gannavaram,East Godavari,ANDHRA PRADESH,1
Pachora,Jalgaon,MAHARASHTRA,1
Pachpadra,Barmer,RAJASTHAN,1
Palakkad,Palakkad,KERALA,1
Palani,Dindigul,TAMILNADU,2
Palanpur,Banas Kantha,GUJARAT,1
Palasbari,Kamrup Metropolitan,ASSAM,1
Palayamkottai,Tirunelveli,TAMILNADU,1
Palghar,Palghar,MAHARASHTRA,3
Palwal,Palwal,HARYANA,1
Palwancha,Bhadradri Kothagudem,TELANGANA,1
Panchkula,Panchkula,HARYANA,1
Pandavapura,Mandya,KARNATAKA,1
Panipat,Panipat,HARYANA,1
Panna,Panna,MADHYA PRADESH,1
Panruti,Cuddalore,TAMILNADU,1
Panvel,Raigarh,MAHARASHTRA,2
Paonta Sahib,Sirmaur,HIMACHAL PRADESH,1
Papannapet,Medak,TELANGANA,1
Paramathi-Velur,Namakkal,TAMILNADU,1
Paranda,Osmanabad,MAHARASHTRA,1
Paravur,Ernakulam,KERALA,1
Parbhani,Parbhani,MAHARASHTRA,1
Pardi,Valsad,GUJARAT,1
Pasighat,East Siang,ARUNACHAL PRADESH,1
Patan,Patan,GUJARAT,1
Patan-Veraval,Gir Somnath,GUJARAT,1
Patancheru,Medak,TELANGANA,2
Patel Nagar,West,DELHI,1
Pathanapuram,Kollam,KERALA,1
Pathankot,Pathankot,PUNJAB,2
Patiala,Patiala,PUNJAB,2
Patna Rural,Patna,BIHAR,1
Pavagada,Tumakuru,KARNATAKA,1
Payakaraopeta,Visakhapatnam,ANDHRA PRADESH,1
Peddapuram,East Godavari,ANDHRA PRADESH,1
Penamaluru,Krishna,ANDHRA PRADESH,1
Pendra Road Gorella,Bilaspur,CHATTISGARH,1
Peravali,West Godavari,ANDHRA PRADESH,1
Perinthalmanna,Malappuram,KERALA,1
Perundurai,Erode,TAMILNADU,1
Phagwara,Kapurthala,PUNJAB,2
Phulpur,Prayagraj,UTTAR PRADESH,1
Piduguralla,Guntur,ANDHRA PRADESH,1
Pithapuram,East Godavari,ANDHRA PRADESH,1
Poladpur,Raigarh,MAHARASHTRA,1
Pollachi,Coimbatore,TAMILNADU,2
Ponnani,Malappuram,KERALA,1
Ponneri,Thiruvallur,TAMILNADU,2
Ponnur,Guntur,ANDHRA PRADESH,1
Poonamallee,Thiruvallur,TAMILNADU,8
Porbandar,Porbandar,GUJARAT,2
Preet Vihar,East,DELHI,2
Proddatur,Y.S.R.,ANDHRA PRADESH,1
Puducherry Taluk,Puducherry,PUDUCHERRY,1
Pudukkottai,Pudukkottai,TAMILNADU,3
Pune City,Pune,MAHARASHTRA,1
Punjabi Bagh,West,DELHI,2
Puri (M),Puri,ODISHA,1
Quilandy,Kozhikode,KERALA,2
Qutubullapur,Rangareddy,TELANGANA,1
Radhapuram,Tirunelveli,TAMILNADU,1
Raghunathapali,Sundargarh,ODISHA,1
Raghurajnagar,Satna,MADHYA PRADESH,1
Rahta,Ahmadnagar,MAHARASHTRA,1
Raichur,Raichur,KARNATAKA,1
Raiganj,Uttar Dinajpur,WEST BENGAL,1
Raigarh,Raigarh,CHATTISGARH,1
Raipur,Raipur,CHATTISGARH,1
Raipura,Panna,MADHYA PRADESH,1
Rajahmundry (Urban),East Godavari,ANDHRA PRADESH,2
Rajahmundry Rural,East Godavari,ANDHRA PRADESH,2
Rajapalayam,Virudhunagar,TAMILNADU,1
Rajarhat,North Twenty Four Parganas,WEST BENGAL,2
Rajauri,Rajouri,JAMMU & KASHMIR,2
Rajendranagar,Ranga Reddy,TELANGANA,1
Rajkot,Rajkot,GUJARAT,1
Rajnagar,Chhatarpur,MADHYA PRADESH,1
Rajnandgaon,Rajnandgaon,CHATTISGARH,1
Rajpura,Patiala,PUNJAB,3
Ramagundam,Peddapalli,TELANGANA,1
Ramanagara,Ramanagara,KARNATAKA,2
Ramanathapuram,Ramanathapuram,TAMILNADU,1
Ramdurg,Belagavi,KARNATAKA,1
Ramnagar,Nainital,UTTARAKHAND,1
Ramnagar - I,Purba Medinipur,WEST BENGAL,1
Rampur,Rampur,UTTAR PRADESH,1
Rampur Maniharan,Saharanpur,UTTAR PRADESH,1
Rampurhat - I,Birbhum,WEST BENGAL,1
Ranaghat - II,Nadia,WEST BENGAL,1
Ranibennur,Haveri,KARNATAKA,1
Rapar,Kachchh,GUJARAT,2
Ratlam,Ratlam,MADHYA PRADESH,1
Ratnagiri,Ratnagiri,MAHARASHTRA,2
Raurkela (ITS)P.S.,Sundargarh,ODISHA,1
Rayadurg,Anantapur,ANDHRA PRADESH,1
Rayagada,Rayagada,ODISHA,1
Reasi,Reasi,JAMMU & KASHMIR,1
Reiek,Mamit,MIZORAM,1
Renigunta,Chittoor,ANDHRA PRADESH,1
Rewari,Rewari,HARYANA,1
Rishikesh,Dehradun,UTTARAKHAND,1
Rohtak,Rohtak,HARYANA,1
Rolugunta,Visakhapatnam,ANDHRA PRADESH,1
Ron,Gadag,KARNATAKA,1
Rongram,West Garo Hills,MEGHALAYA,1
Roorkee,Hardwar,UTTARAKHAND,1
SAS Nagar (Mohali),Sahibzada Ajit Singh Nagar,PUNJAB,3
Sabour,Bhagalpur,BIHAR,1
Sadar,Kalahandi,ODISHA,1
Sagar,Sagar,MADHYA PRADESH,1
Saharanpur,Saharanpur,UTTAR PRADESH,2
Sakti,Janjgir - Champa,CHATTISGARH,1
Salcete,South Goa,GOA,6
Salem,Salem,TAMILNADU,4
Samastipur,Samastipur,BIHAR,1
Sambalpur (M),Sambalpur,ODISHA,1
Sanchore,Jalor,RAJASTHAN,1
Sangameshwar,Ratnagiri,MAHARASHTRA,1
Sangamner,Ahmadnagar,MAHARASHTRA,1
Sangareddy,Medak,TELANGANA,2
Sangrampur,Buldana,MAHARASHTRA,1
Sankarapuram,Viluppuram,TAMILNADU,1
Sankrail,Haora,WEST BENGAL,1
Saraswati Vihar,North West,DELHI,5
Sarenga,Bankura,WEST BENGAL,1
Satara,Satara,MAHARASHTRA,1
Sattenapalle,Guntur,ANDHRA PRADESH,1
Savanur,Haveri,KARNATAKA,1
Savar Kundla,Amreli,GUJARAT,2
Sawai Madhopur,Sawai Madhopur,RAJASTHAN,1
Seethanagaram,Vizianagaram,ANDHRA PRADESH,1
Seloo,Wardha,MAHARASHTRA,1
Serampur Uttarpara,Hugli,WEST BENGAL,4
Shahbad,Kurukshetra,HARYANA,1
Shahjahanpur,Shahjahanpur,UTTAR PRADESH,1
Shahpura,Bhilwara,RAJASTHAN,1
Shamshabad,Ranga Reddy,TELANGANA,1
Shegaon,Buldana,MAHARASHTRA,2
Shella Bholaganj,East Khasi Hills,MEGHALAYA,2
Shevgaon,Ahmadnagar,MAHARASHTRA,1
Shimla   ( Rural ),Shimla,HIMACHAL PRADESH,1
Shimoga,Shivamogga,KARNATAKA,2
Shirala,Sangli,MAHARASHTRA,1
Shirol,Kolhapur,MAHARASHTRA,1
Sholinganallur,Kancheepuram,TAMILNADU,8
Siana,Bulandshahr,UTTAR PRADESH,1
Sibsagar,Sivasagar,ASSAM,1
Siddipet,Medak,TELANGANA,1
Sidlaghatta,Chikkaballapura,KARNATAKA,2
Sikar,Sikar,RAJASTHAN,1
Sikrai,Dausa,RAJASTHAN,1
Singrauli,Singrauli,MADHYA PRADESH,1
Singur,Hugli,WEST BENGAL,2
Sinnar,Nashik,MAHARASHTRA,1
Sira,Tumakuru,KARNATAKA,1
Sircilla,Rajanna Sircilla,TELANGANA,1
Sirkali,Nagapattinam,TAMILNADU,1
Sirsa,Sirsa,HARYANA,1
Sirsi,Uttara Kannada,KARNATAKA,1
Siruguppa,Ballari,KARNATAKA,2
Sitapur,Surguja,CHATTISGARH,1
Sivakasi,Virudhunagar,TAMILNADU,2
Sohagpur,Shahdol,MADHYA PRADESH,1
Sohna,Gurgaon,HARYANA,1
Solan,Solan,HIMACHAL PRADESH,1
Solapur North,Solapur,MAHARASHTRA,2
Sonarpur,South Twenty Four Parganas,WEST BENGAL,11
Sonipat,Sonipat,HARYANA,1
Sopore,Baramula,JAMMU & KASHMIR,1
Srikakulam,Srikakulam,ANDHRA PRADESH,1
Srikalahasti,Chittoor,ANDHRA PRADESH,1
Srinagar (North),Srinagar,JAMMU & KASHMIR,1
Srinagar (South),Srinagar,JAMMU & KASHMIR,1
Srinivaspur,Kolar,KARNATAKA,1
Sriperumbudur,Kancheepuram,TAMILNADU,8
Sulur,Coimbatore,TAMILNADU,2
Sulya,Dakshina Kannada,KARNATAKA,1
Sundargarh Town,Sundargarh,ODISHA,1
Sundarnagar,Mandi,HIMACHAL PRADESH,1
Surajpur,Surajpur,CHATTISGARH,1
Surat City,Surat,GUJARAT,1
Suryapet,Nalgonda,TELANGANA,1
Sutahata,Purba Medinipur,WEST BENGAL,1
Tadepalle,Guntur,ANDHRA PRADESH,1
Tadepalligudem,West Godavari,ANDHRA PRADESH,1
Tadpatri,Anantapur,ANDHRA PRADESH,1
Talappilly,Thrissur,KERALA,1
Taliparamba,Kannur,KERALA,3
Tambaram,Kancheepuram,TAMILNADU,4
Tandur,Rangareddy,TELANGANA,1
Tanuku,West Godavari,ANDHRA PRADESH,1
Tarabganj,Gonda,UTTAR PRADESH,1
Tarikere,Chikkamagaluru,KARNATAKA,1
Tenali,Guntur,ANDHRA PRADESH,1
Tenkasi,Tirunelveli,TAMILNADU,2
Tezpur,Sonitpur,ASSAM,1
Thadlaskein,West Jaintia Hills,MEGHALAYA,1
Thakurpukur Mahestola,South Twenty Four Parganas,WEST BENGAL,7
Thalassery,Kannur,KERALA,1
Thane,Thane,MAHARASHTRA,2
Thanesar,Kurukshetra,HARYANA,1
Thanjavur,Thanjavur,TAMILNADU,4
Tharangambadi,Nagapattinam,TAMILNADU,1
The Dangs,The Dangs,GUJARAT,1
Theog,Shimla,HIMACHAL PRADESH,1
Thirumayam,Pudukkottai,TAMILNADU,1
Thiruvalla,Pathanamthitta,KERALA,2
Thiruvananthapuram,Thiruvananthapuram,KERALA,2
Thiruverumbur,Tiruchirappalli,TAMILNADU,2
Thiruvidaimarudur,Thanjavur,TAMILNADU,1
Thodupuzha,Idukki,KERALA,1
Thoothukkudi,Thoothukkudi,TAMILNADU,2
Thorrur,Warangal,TELANGANA,1
Thoubal,Thoubal,MANIPUR,1
Thrissur,Thrissur,KERALA,1
Tindivanam,Viluppuram,TAMILNADU,1
Tinsukia,Tinsukia,ASSAM,1
Tiptur,Tumakuru,KARNATAKA,1
Tirthahalli,Shivamogga,KARNATAKA,1
Tiruchengode,Namakkal,TAMILNADU,3
Tiruchirappalli,Tiruchirappalli,TAMILNADU,1
Tirukalukundram,Kancheepuram,TAMILNADU,2
Tirumakudal - Narsipur,Mysuru,KARNATAKA,1
Tirunelveli,Tirunelveli,TAMILNADU,1
Tirupathur,Vellore,TAMILNADU,2
Tirupati (Urban),Chittoor,ANDHRA PRADESH,2
Tiruppur,Tiruppur,TAMILNADU,1
Tirur,Malappuram,KERALA,2
Tiruvannamalai,Tiruvannamalai,TAMILNADU,1
Tiswadi,North Goa,GOA,5
Tlangnuam (Part),Kolasib,MIZORAM,1
Tonk,Tonk,RAJASTHAN,1
Tosham,Bhiwani,HARYANA,1
Tumkur,Tumakuru,KARNATAKA,2
Tundla,Firozabad,UTTAR PRADESH,1
Tuni,East Godavari,ANDHRA PRADESH,1
Udgir,Latur,MAHARASHTRA,1
Udhagamandalam,The Nilgiris,TAMILNADU,2
Udhampur,Udhampur,JAMMU & KASHMIR,1
Udupi,Udupi,KARNATAKA,3
Ujjain,Ujjain,MADHYA PRADESH,1
Ulhasnagar,Thane,MAHARASHTRA,2
Uluberia - I,Haora,WEST BENGAL,1
Unjha,Mahesana,GUJARAT,1
Uppal,Rangareddy,TELANGANA,1
Uran,Raigarh,MAHARASHTRA,1
Uthiramerur,Kancheepuram,TAMILNADU,1
Vadakara,Kozhikode,KERALA,2
Vadodara,Vadodara,GUJARAT,2
Valsad,Valsad,GUJARAT,1
Varadaiahpalem,Chittoor,ANDHRA PRADESH,1
Varanasi,Varanasi,UTTAR PRADESH,1
Vasant Vihar,NEW DELHI,DELHI,1
Vellore,Vellore,TAMILNADU,2
Velpur,Nizamabad,TELANGANA,1
Vetapalem,Prakasam,ANDHRA PRADESH,2
Vidisha,Vidisha,MADHYA PRADESH,1
Vijayapuram,Chittoor,ANDHRA PRADESH,1
Vijayawada (Urban),Krishna,ANDHRA PRADESH,1
Villianur Taluk,Puducherry,PUDUCHERRY,2
Viluppuram,Viluppuram,TAMILNADU,1
Vinukonda,Guntur,ANDHRA PRADESH,1
Viramgam,Ahmadabad,GUJARAT,1
Virudhunagar,Virudhunagar,TAMILNADU,2
Visakhapatnam (Urban),Visakhapatnam,ANDHRA PRADESH,1
Visnagar,Mahesana,GUJARAT,1
Vivek Vihar,Shahdara,DELHI,1
Vizianagaram,Vizianagaram,ANDHRA PRADESH,2
Vyara,Tapi,GUJARAT,1
Wallajah,Vellore,TAMILNADU,3
Wanaparthy,Mahbubnagar,TELANGANA,1
Wangoi,Imphal West,MANIPUR,2
Warangal,Warangal,TELANGANA,3
Wardha,Wardha,MAHARASHTRA,1
Warora,Chandrapur,MAHARASHTRA,1
Washim,Washim,MAHARASHTRA,1
Yadgir,Yadgir,KARNATAKA,3
Yavatmal,Yavatmal,MAHARASHTRA,1
Yeleswaram,East Godavari,ANDHRA PRADESH,1
Yellandu,Bhadradri Kothagudem,TELANGANA,1
Yemmiganur,Kurnool,ANDHRA PRADESH,1
Zahirabad,Medak,TELANGANA,1
